timestamp,suite,program,mode,run_index,status,stderr_note,cycles,instructions,branches,branch-misses,L1-dcache-loads,L1-dcache-load-misses,LLC-loads,LLC-load-misses
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-aot,3,ok,,16812529,17847822,3265176,52589,3524629,264206,64513,37680
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-aot,4,ok,,16804563,17793236,3253240,52351,3508784,264247,63423,36855
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-aot,5,ok,,16213535,17925441,3275740,55109,3544495,267808,61950,33623
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-aot,6,ok,,16207223,17884934,3270378,55133,3532820,266980,62725,34611
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-aot,7,ok,,15603731,17944651,3273916,58145,3549600,266970,59587,32025
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-aot,8,ok,,15824439,17930384,3276525,53718,3545391,266538,61494,34017
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-aot,9,ok,,17197624,17796398,3254159,52668,3512983,266276,64249,37751
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-aot,10,ok,,16499870,17797055,3254391,53013,3511183,260706,63744,37786
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-jit,1,ok,,18813021,19650374,3542018,61040,3973729,285028,67690,39021
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-jit,2,ok,,18907968,19866628,3574543,58401,4024480,287649,68140,40279
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-jit,3,ok,,17671159,19542779,3519553,59793,3947606,282440,67046,39131
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-jit,4,ok,,19283319,19744400,3561562,61056,3996021,286664,67716,38684
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-jit,5,ok,,19068834,19719670,3557948,62038,3990815,284863,67914,38535
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-jit,6,ok,,18469811,19507390,3519334,60348,3936670,282937,67059,38866
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-jit,7,ok,,18284862,19925708,3590752,64207,4047113,291049,69162,36968
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-jit,8,ok,,20113534,19839743,3579328,63857,4012498,283653,68394,40234
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-jit,9,ok,,18665888,19667238,3547718,62514,3979723,286749,68570,38983
2026-04-15T22:56:20+0800,micro,alloc_small_objects,wasm-jit,10,ok,,19010301,19516841,3520687,61407,3939832,283790,66689,38533
2026-04-15T22:56:21+0800,micro,branch_nested,native,1,ok,,183336459,416869831,127104547,6346,304060,13956,4368,786
2026-04-15T22:56:21+0800,micro,branch_nested,native,2,ok,,190731544,416854166,127101950,6872,300391,13204,3840,387
2026-04-15T22:56:21+0800,micro,branch_nested,native,3,ok,,184490927,416799120,127092227,6954,286908,13884,4246,852
2026-04-15T22:56:21+0800,micro,branch_nested,native,4,ok,,186646098,416910720,127111253,7486,313375,14197,4421,691
2026-04-15T22:56:22+0800,micro,branch_nested,native,5,ok,,182590392,416927371,127113951,7623,318031,15410,5044,936
2026-04-15T22:56:22+0800,micro,branch_nested,native,6,ok,,178496748,416846734,127101441,6699,297956,12547,3687,279
2026-04-15T22:56:22+0800,micro,branch_nested,native,7,ok,,176477663,416864459,127103301,7581,302505,14083,4166,444
2026-04-15T22:56:22+0800,micro,branch_nested,native,8,ok,,143240037,416828810,127097262,19413,293359,13414,4026,341
2026-04-15T22:56:23+0800,micro,branch_nested,native,9,ok,,188828505,416874108,127105647,7725,304810,13718,4155,394
2026-04-15T22:56:23+0800,micro,branch_nested,native,10,ok,,181971877,416855818,127102084,7583,300561,14021,4374,309
2026-04-15T22:56:21+0800,micro,branch_nested,wasm-aot,1,ok,,221671549,575310048,169194214,64810,3636259,266889,64827,37476
2026-04-15T22:56:21+0800,micro,branch_nested,wasm-aot,2,ok,,225952110,575294040,169186931,55185,3633704,265705,65500,37723
2026-04-15T22:56:21+0800,micro,branch_nested,wasm-aot,3,ok,,227437033,575374691,169199327,55832,3654380,267634,66030,38297
2026-04-15T22:56:22+0800,micro,branch_nested,wasm-aot,4,ok,,228801685,575334197,169192495,55654,3645471,266038,65484,38075
2026-04-15T22:56:22+0800,micro,branch_nested,wasm-aot,5,ok,,231630900,575438181,169213905,55837,3663679,267041,66151,38643
2026-04-15T22:56:22+0800,micro,branch_nested,wasm-aot,6,ok,,228664885,575231550,169175094,61688,3619511,265658,64675,37439
2026-04-15T22:56:22+0800,micro,branch_nested,wasm-aot,7,ok,,226987704,575212768,169172411,57370,3610264,263727,64422,37352
2026-04-15T22:56:23+0800,micro,branch_nested,wasm-aot,8,ok,,232985911,575259457,169177478,54921,3628187,265743,65429,37849
2026-04-15T22:56:23+0800,micro,branch_nested,wasm-aot,9,ok,,228201521,575129453,169162769,52909,3589980,264797,64378,37217
