timestamp,suite,program,mode,run_index,event,value,status,stderr_note
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,6,branches,28704949,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,6,branch-misses,62945,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,6,L1-dcache-loads,12906594,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,6,L1-dcache-load-misses,17079592,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,6,LLC-loads,3611762,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,6,LLC-load-misses,44538,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,6,cycles,103899421,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,6,instructions,268223156,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,6,branches,28331302,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,6,branch-misses,55878,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,6,L1-dcache-loads,12314716,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,6,L1-dcache-load-misses,17054134,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,6,LLC-loads,3683041,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,6,LLC-load-misses,40009,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,7,cycles,82064626,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,7,instructions,23856388,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,7,branches,1778962,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,7,branch-misses,7638,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,7,L1-dcache-loads,9324000,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,7,L1-dcache-load-misses,16809930,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,7,LLC-loads,3379973,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,7,LLC-load-misses,10923,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,7,cycles,104879899,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,7,instructions,270469932,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,7,branches,28680330,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,7,branch-misses,62554,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,7,L1-dcache-loads,12874819,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,7,L1-dcache-load-misses,17077043,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,7,LLC-loads,3614189,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,7,LLC-load-misses,39490,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,7,cycles,104063057,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,7,instructions,268330964,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,7,branches,28353827,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,7,branch-misses,54774,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,7,L1-dcache-loads,12338244,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,7,L1-dcache-load-misses,17052672,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,7,LLC-loads,3650103,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,7,LLC-load-misses,39445,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,8,cycles,83524737,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,8,instructions,23863701,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,8,branches,1779279,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,8,branch-misses,7834,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,8,L1-dcache-loads,9326859,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,8,L1-dcache-load-misses,16811632,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,8,LLC-loads,3475531,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,8,LLC-load-misses,2642,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,8,cycles,105609698,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,8,instructions,270420179,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,8,branches,28668986,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,8,branch-misses,63317,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,8,L1-dcache-loads,12862363,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,8,L1-dcache-load-misses,17076282,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,8,LLC-loads,3660747,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,8,LLC-load-misses,41188,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,8,cycles,103448999,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,8,instructions,268350397,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,8,branches,28356589,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,8,branch-misses,57636,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,8,L1-dcache-loads,12343904,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,8,L1-dcache-load-misses,17054287,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,8,LLC-loads,3673094,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,8,LLC-load-misses,39454,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,9,cycles,82548166,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,9,instructions,23770901,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,9,branches,1765052,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,9,branch-misses,8167,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,9,L1-dcache-loads,9303659,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,9,L1-dcache-load-misses,16809639,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,9,LLC-loads,3404470,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,9,LLC-load-misses,2917,ok,
