suite,target,feature,spearman_rho,n
poly,delta_llc_load_miss_rate_aot,br_density,0.06740823136818688,30
poly,delta_llc_load_miss_rate_aot,call_bb_ratio,-0.04376985538384629,30
poly,delta_llc_load_miss_rate_aot,ls_ratio,0.030033370411568408,30
poly,delta_llc_load_miss_rate_jit,total_instr_count,-0.5163515016685205,30
poly,delta_llc_load_miss_rate_jit,br_instr_count,-0.504299736534212,30
poly,delta_llc_load_miss_rate_jit,basic_block_count,-0.5035680310590275,30
poly,delta_llc_load_miss_rate_jit,compute_instr_count,-0.5005603542380868,30
poly,delta_llc_load_miss_rate_jit,mem_instr_count,-0.4669486329526079,30
poly,delta_llc_load_miss_rate_jit,max_loop_depth,-0.4316003048909804,30
poly,delta_llc_load_miss_rate_jit,compute_density,-0.4280787655814058,30
poly,delta_llc_load_miss_rate_jit,compute_mem_ratio,-0.4269662947768803,30
poly,delta_llc_load_miss_rate_jit,avg_bb_out_degree,-0.20121215215876098,30
poly,delta_llc_load_miss_rate_jit,call_instr_count,-0.19315583500178843,30
poly,delta_llc_load_miss_rate_jit,ls_ratio,0.053170189098998885,30
poly,delta_llc_load_miss_rate_jit,avg_bb_size,-0.03937708565072302,30
poly,delta_llc_load_miss_rate_jit,br_density,0.03626251390433815,30
poly,delta_llc_load_miss_rate_jit,call_density,-0.02251956545252027,30
poly,delta_llc_load_miss_rate_jit,call_bb_ratio,0.02032171857107149,30
poly,instructions_ratio_aot_over_native,avg_bb_size,-0.32858731924360396,30
poly,instructions_ratio_aot_over_native,br_density,0.3041156840934371,30
poly,instructions_ratio_aot_over_native,avg_bb_out_degree,-0.21830023302150078,30
poly,instructions_ratio_aot_over_native,compute_mem_ratio,0.14439871042740768,30
poly,instructions_ratio_aot_over_native,total_instr_count,-0.1421579532814238,30
poly,instructions_ratio_aot_over_native,call_bb_ratio,-0.1366691402801731,30
poly,instructions_ratio_aot_over_native,call_density,-0.13311069876390694,30
poly,instructions_ratio_aot_over_native,compute_density,0.11814439944060628,30
poly,instructions_ratio_aot_over_native,mem_instr_count,-0.10572001937678208,30
poly,instructions_ratio_aot_over_native,ls_ratio,-0.09855394883203561,30
poly,instructions_ratio_aot_over_native,call_instr_count,-0.08471747149201247,30
poly,instructions_ratio_aot_over_native,basic_block_count,0.05755063212103172,30
poly,instructions_ratio_aot_over_native,br_instr_count,0.05575850854234712,30
poly,instructions_ratio_aot_over_native,compute_instr_count,0.0332516686497882,30
poly,instructions_ratio_aot_over_native,max_loop_depth,-0.028932762820946607,30
poly,instructions_ratio_jit_over_native,avg_bb_size,-0.31790878754171303,30
poly,instructions_ratio_jit_over_native,br_density,0.2938820912124583,30
poly,instructions_ratio_jit_over_native,avg_bb_out_degree,-0.21830023302150078,30
poly,instructions_ratio_jit_over_native,total_instr_count,-0.15061179087875418,30
poly,instructions_ratio_jit_over_native,compute_mem_ratio,0.14128379217473633,30
poly,instructions_ratio_jit_over_native,call_bb_ratio,-0.13912561175579713,30
poly,instructions_ratio_jit_over_native,call_density,-0.1371240866663363,30
poly,instructions_ratio_jit_over_native,compute_density,0.11547446950974513,30
poly,instructions_ratio_jit_over_native,mem_instr_count,-0.11484532631246219,30
poly,instructions_ratio_jit_over_native,ls_ratio,-0.10567296996662959,30
poly,instructions_ratio_jit_over_native,call_instr_count,-0.09013938966750128,30
poly,instructions_ratio_jit_over_native,basic_block_count,0.046310274284892705,30
poly,instructions_ratio_jit_over_native,br_instr_count,0.044516873755583594,30
poly,instructions_ratio_jit_over_native,compute_instr_count,0.02901152298303668,30
poly,instructions_ratio_jit_over_native,max_loop_depth,-0.023194033005221663,30
