timestamp,program,mode,run_index,event,value,status,stderr_note,runtime_engine,compiler
2026-06-03T13:21:59+0800,llvmss_misc_richards_benchmark,wasm-aot,2,r81d0,5233973767,ok,,wasmer,cranelift
2026-06-03T13:21:59+0800,llvmss_misc_richards_benchmark,wasm-aot,2,r82d0,2456739965,ok,,wasmer,cranelift
2026-06-03T13:21:59+0800,llvmss_misc_richards_benchmark,wasm-aot,2,r00c4,1564417728,ok,,wasmer,cranelift
2026-06-03T13:21:59+0800,llvmss_misc_richards_benchmark,wasm-aot,2,r01c4,379045414,ok,,wasmer,cranelift
2026-06-03T13:21:59+0800,llvmss_misc_richards_benchmark,wasm-aot,2,r1c0,11818751619,ok,,wasmer,cranelift
2026-06-03T13:21:59+0800,llvmss_misc_richards_benchmark,wasm-aot,2,cpu-cycles,6300143404,ok,,wasmer,cranelift
2026-06-03T13:21:59+0800,llvmss_misc_richards_benchmark,wasm-aot,2,L1-icache-load-misses,1226867,ok,,wasmer,cranelift
2026-06-03T13:21:59+0800,llvmss_misc_richards_benchmark,wasm-aot,2,branch-misses,8902197,ok,,wasmer,cranelift
2026-06-03T13:22:00+0800,llvmss_misc_richards_benchmark,native,3,r81d0,3558531935,ok,,wasmer,cranelift
2026-06-03T13:22:00+0800,llvmss_misc_richards_benchmark,native,3,r82d0,1895158409,ok,,wasmer,cranelift
2026-06-03T13:22:00+0800,llvmss_misc_richards_benchmark,native,3,r00c4,1549612680,ok,,wasmer,cranelift
2026-06-03T13:22:00+0800,llvmss_misc_richards_benchmark,native,3,r01c4,377243790,ok,,wasmer,cranelift
2026-06-03T13:22:00+0800,llvmss_misc_richards_benchmark,native,3,r1c0,7764989745,ok,,wasmer,cranelift
2026-06-03T13:22:00+0800,llvmss_misc_richards_benchmark,native,3,cpu-cycles,3419945056,ok,,wasmer,cranelift
2026-06-03T13:22:00+0800,llvmss_misc_richards_benchmark,native,3,L1-icache-load-misses,189741,ok,,wasmer,cranelift
2026-06-03T13:22:00+0800,llvmss_misc_richards_benchmark,native,3,branch-misses,8883397,ok,,wasmer,cranelift
2026-06-03T13:22:02+0800,llvmss_misc_richards_benchmark,wasm-aot,3,r81d0,5234063836,ok,,wasmer,cranelift
2026-06-03T13:22:02+0800,llvmss_misc_richards_benchmark,wasm-aot,3,r82d0,2456789038,ok,,wasmer,cranelift
2026-06-03T13:22:02+0800,llvmss_misc_richards_benchmark,wasm-aot,3,r00c4,1564491320,ok,,wasmer,cranelift
2026-06-03T13:22:02+0800,llvmss_misc_richards_benchmark,wasm-aot,3,r01c4,379062520,ok,,wasmer,cranelift
2026-06-03T13:22:02+0800,llvmss_misc_richards_benchmark,wasm-aot,3,r1c0,11819117325,ok,,wasmer,cranelift
2026-06-03T13:22:02+0800,llvmss_misc_richards_benchmark,wasm-aot,3,cpu-cycles,6296130975,ok,,wasmer,cranelift
2026-06-03T13:22:02+0800,llvmss_misc_richards_benchmark,wasm-aot,3,L1-icache-load-misses,1258850,ok,,wasmer,cranelift
2026-06-03T13:22:02+0800,llvmss_misc_richards_benchmark,wasm-aot,3,branch-misses,8887929,ok,,wasmer,cranelift
2026-06-03T13:22:35+0800,llvmss_misc_salsa20,native,1,r81d0,67597627440,ok,,wasmer,cranelift
2026-06-03T13:22:35+0800,llvmss_misc_salsa20,native,1,r82d0,15680537091,ok,,wasmer,cranelift
2026-06-03T13:22:35+0800,llvmss_misc_salsa20,native,1,r00c4,5696460832,ok,,wasmer,cranelift
2026-06-03T13:22:35+0800,llvmss_misc_salsa20,native,1,r01c4,607753437,ok,,wasmer,cranelift
2026-06-03T13:22:35+0800,llvmss_misc_salsa20,native,1,r1c0,124916729460,ok,,wasmer,cranelift
2026-06-03T13:22:35+0800,llvmss_misc_salsa20,native,1,cpu-cycles,43202791493,ok,,wasmer,cranelift
2026-06-03T13:22:35+0800,llvmss_misc_salsa20,native,1,L1-icache-load-misses,1486363,ok,,wasmer,cranelift
2026-06-03T13:22:35+0800,llvmss_misc_salsa20,native,1,branch-misses,519781,ok,,wasmer,cranelift
2026-06-03T13:22:43+0800,llvmss_misc_salsa20,wasm-aot,1,r81d0,38686728975,ok,,wasmer,cranelift
2026-06-03T13:22:43+0800,llvmss_misc_salsa20,wasm-aot,1,r82d0,16219795041,ok,,wasmer,cranelift
2026-06-03T13:22:43+0800,llvmss_misc_salsa20,wasm-aot,1,r00c4,6203121569,ok,,wasmer,cranelift
2026-06-03T13:22:43+0800,llvmss_misc_salsa20,wasm-aot,1,r01c4,137913036,ok,,wasmer,cranelift
2026-06-03T13:22:43+0800,llvmss_misc_salsa20,wasm-aot,1,r1c0,96383276708,ok,,wasmer,cranelift
2026-06-03T13:22:43+0800,llvmss_misc_salsa20,wasm-aot,1,cpu-cycles,29953541282,ok,,wasmer,cranelift
2026-06-03T13:22:43+0800,llvmss_misc_salsa20,wasm-aot,1,L1-icache-load-misses,1902835,ok,,wasmer,cranelift
2026-06-03T13:22:43+0800,llvmss_misc_salsa20,wasm-aot,1,branch-misses,175556,ok,,wasmer,cranelift
2026-06-03T13:22:55+0800,llvmss_misc_salsa20,native,2,r81d0,67597608960,ok,,wasmer,cranelift
2026-06-03T13:22:55+0800,llvmss_misc_salsa20,native,2,r82d0,15680519850,ok,,wasmer,cranelift
2026-06-03T13:22:55+0800,llvmss_misc_salsa20,native,2,r00c4,5696437650,ok,,wasmer,cranelift
2026-06-03T13:22:55+0800,llvmss_misc_salsa20,native,2,r01c4,607756712,ok,,wasmer,cranelift
2026-06-03T13:22:55+0800,llvmss_misc_salsa20,native,2,r1c0,124916647088,ok,,wasmer,cranelift
2026-06-03T13:22:55+0800,llvmss_misc_salsa20,native,2,cpu-cycles,43182404908,ok,,wasmer,cranelift
2026-06-03T13:22:55+0800,llvmss_misc_salsa20,native,2,L1-icache-load-misses,1495156,ok,,wasmer,cranelift
2026-06-03T13:22:55+0800,llvmss_misc_salsa20,native,2,branch-misses,550705,ok,,wasmer,cranelift
2026-06-03T13:23:03+0800,llvmss_misc_salsa20,wasm-aot,2,r81d0,38686852056,ok,,wasmer,cranelift
2026-06-03T13:23:03+0800,llvmss_misc_salsa20,wasm-aot,2,r82d0,16219870066,ok,,wasmer,cranelift
2026-06-03T13:23:03+0800,llvmss_misc_salsa20,wasm-aot,2,r00c4,6203183023,ok,,wasmer,cranelift
2026-06-03T13:23:03+0800,llvmss_misc_salsa20,wasm-aot,2,r01c4,137916042,ok,,wasmer,cranelift
2026-06-03T13:23:03+0800,llvmss_misc_salsa20,wasm-aot,2,r1c0,96383639731,ok,,wasmer,cranelift
2026-06-03T13:23:03+0800,llvmss_misc_salsa20,wasm-aot,2,cpu-cycles,29951962137,ok,,wasmer,cranelift
2026-06-03T13:23:03+0800,llvmss_misc_salsa20,wasm-aot,2,L1-icache-load-misses,1899680,ok,,wasmer,cranelift
2026-06-03T13:23:03+0800,llvmss_misc_salsa20,wasm-aot,2,branch-misses,171587,ok,,wasmer,cranelift
2026-06-03T13:23:15+0800,llvmss_misc_salsa20,native,3,r81d0,67597549140,ok,,wasmer,cranelift
2026-06-03T13:23:15+0800,llvmss_misc_salsa20,native,3,r82d0,15680471871,ok,,wasmer,cranelift
