scope,n,cv_n_splits,ols_r2,ols_adj_r2,ols_winsor_y_r2,cv_r2_mean,cv_r2_std,cv_r2_mean_winsor_y,cv_r2_std_winsor_y
pooled_all_modes,52,5,0.8502719025871861,0.8224155123708486,0.8033294839243823,0.29251339473218124,0.5743991906893531,0.37780962864362844,0.47398046475727856
mode_wasm-aot,26,2,0.8456277073209141,0.7729819225307559,0.7243317236832125,-1.513090759253399,0.504410075450832,-1.7585430299350433,0.2525631597115092
mode_wasm-jit,26,2,0.8612641255070134,0.7959766551573726,0.7404526749185419,-1.3968675474170753,0.768948821728942,-1.4040143065439068,0.13246535849552332
