program,mode,event,event_alias,repeat_count,median_value
llvmss_misc_richards_benchmark,native,L1-icache-load-misses,L1_icache_load_misses,5,124564.0
llvmss_misc_richards_benchmark,native,branch-misses,branch_misses,5,7383587.0
llvmss_misc_richards_benchmark,native,cpu-cycles,cpu_cycles,5,1624178630.0
llvmss_misc_richards_benchmark,native,r00c4,branches_retired,5,962013823.0
llvmss_misc_richards_benchmark,native,r01c4,conditional_branches,5,237629479.0
llvmss_misc_richards_benchmark,native,r1c0,instructions_retired,5,3945024903.0
llvmss_misc_richards_benchmark,native,r81d0,all_loads_retired,5,1346895879.0
llvmss_misc_richards_benchmark,native,r82d0,all_stores_retired,5,885169777.0
llvmss_misc_richards_benchmark,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,640116.0
llvmss_misc_richards_benchmark,wasm-aot,branch-misses,branch_misses,5,7625876.0
llvmss_misc_richards_benchmark,wasm-aot,cpu-cycles,cpu_cycles,5,2964560306.0
llvmss_misc_richards_benchmark,wasm-aot,r00c4,branches_retired,5,1399002743.0
llvmss_misc_richards_benchmark,wasm-aot,r01c4,conditional_branches,5,209341310.0
llvmss_misc_richards_benchmark,wasm-aot,r1c0,instructions_retired,5,8331120725.0
llvmss_misc_richards_benchmark,wasm-aot,r81d0,all_loads_retired,5,2171933686.0
llvmss_misc_richards_benchmark,wasm-aot,r82d0,all_stores_retired,5,1281153431.0
llvmss_misc_richards_benchmark,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,681855.0
llvmss_misc_richards_benchmark,wasm-jit,branch-misses,branch_misses,5,7642023.0
llvmss_misc_richards_benchmark,wasm-jit,cpu-cycles,cpu_cycles,5,2969492255.0
llvmss_misc_richards_benchmark,wasm-jit,r00c4,branches_retired,5,1399385308.0
llvmss_misc_richards_benchmark,wasm-jit,r01c4,conditional_branches,5,209423287.0
llvmss_misc_richards_benchmark,wasm-jit,r1c0,instructions_retired,5,8333664614.0
llvmss_misc_richards_benchmark,wasm-jit,r81d0,all_loads_retired,5,2172573755.0
llvmss_misc_richards_benchmark,wasm-jit,r82d0,all_stores_retired,5,1281472159.0
llvmss_misc_salsa20,native,L1-icache-load-misses,L1_icache_load_misses,5,599278.0
llvmss_misc_salsa20,native,branch-misses,branch_misses,5,33000.0
llvmss_misc_salsa20,native,cpu-cycles,cpu_cycles,5,13341131825.0
llvmss_misc_salsa20,native,r00c4,branches_retired,5,1517982729.0
llvmss_misc_salsa20,native,r01c4,conditional_branches,5,807758429.0
llvmss_misc_salsa20,native,r1c0,instructions_retired,5,44105271623.0
llvmss_misc_salsa20,native,r81d0,all_loads_retired,5,4882244610.0
llvmss_misc_salsa20,native,r82d0,all_stores_retired,5,4341607882.0
llvmss_misc_salsa20,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,1241315.0
llvmss_misc_salsa20,wasm-aot,branch-misses,branch_misses,5,869838.0
llvmss_misc_salsa20,wasm-aot,cpu-cycles,cpu_cycles,5,16299620979.0
llvmss_misc_salsa20,wasm-aot,r00c4,branches_retired,5,2866515379.0
llvmss_misc_salsa20,wasm-aot,r01c4,conditional_branches,5,68988133.0
llvmss_misc_salsa20,wasm-aot,r1c0,instructions_retired,5,62044957222.0
llvmss_misc_salsa20,wasm-aot,r81d0,all_loads_retired,5,10837847539.0
llvmss_misc_salsa20,wasm-aot,r82d0,all_stores_retired,5,8042891996.0
llvmss_misc_salsa20,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,1243888.0
llvmss_misc_salsa20,wasm-jit,branch-misses,branch_misses,5,834028.0
llvmss_misc_salsa20,wasm-jit,cpu-cycles,cpu_cycles,5,16300868603.0
llvmss_misc_salsa20,wasm-jit,r00c4,branches_retired,5,2866869908.0
llvmss_misc_salsa20,wasm-jit,r01c4,conditional_branches,5,69043343.0
llvmss_misc_salsa20,wasm-jit,r1c0,instructions_retired,5,62046992786.0
llvmss_misc_salsa20,wasm-jit,r81d0,all_loads_retired,5,10838377821.0
llvmss_misc_salsa20,wasm-jit,r82d0,all_stores_retired,5,8043121578.0
llvmss_shootout_hello,native,L1-icache-load-misses,L1_icache_load_misses,5,41319.0
llvmss_shootout_hello,native,branch-misses,branch_misses,5,5543.0
llvmss_shootout_hello,native,cpu-cycles,cpu_cycles,5,870770.0
llvmss_shootout_hello,native,r00c4,branches_retired,5,154768.0
llvmss_shootout_hello,native,r01c4,conditional_branches,5,36152.0
llvmss_shootout_hello,native,r1c0,instructions_retired,5,808674.0
llvmss_shootout_hello,native,r81d0,all_loads_retired,5,196030.0
llvmss_shootout_hello,native,r82d0,all_stores_retired,5,117972.0
llvmss_shootout_hello,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,476717.0
llvmss_shootout_hello,wasm-aot,branch-misses,branch_misses,5,52798.0
llvmss_shootout_hello,wasm-aot,cpu-cycles,cpu_cycles,5,15702134.0
llvmss_shootout_hello,wasm-aot,r00c4,branches_retired,5,2873693.0
llvmss_shootout_hello,wasm-aot,r01c4,conditional_branches,5,710049.0
llvmss_shootout_hello,wasm-aot,r1c0,instructions_retired,5,14893098.0
llvmss_shootout_hello,wasm-aot,r81d0,all_loads_retired,5,3528970.0
llvmss_shootout_hello,wasm-aot,r82d0,all_stores_retired,5,2207572.0
llvmss_shootout_hello,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,528802.0
llvmss_shootout_hello,wasm-jit,branch-misses,branch_misses,5,61213.0
llvmss_shootout_hello,wasm-jit,cpu-cycles,cpu_cycles,5,17477981.0
llvmss_shootout_hello,wasm-jit,r00c4,branches_retired,5,3178802.0
llvmss_shootout_hello,wasm-jit,r01c4,conditional_branches,5,776849.0
llvmss_shootout_hello,wasm-jit,r1c0,instructions_retired,5,16865041.0
llvmss_shootout_hello,wasm-jit,r81d0,all_loads_retired,5,4029021.0
llvmss_shootout_hello,wasm-jit,r82d0,all_stores_retired,5,2472291.0
llvmss_stanford_bubblesort,native,L1-icache-load-misses,L1_icache_load_misses,5,52509.0
llvmss_stanford_bubblesort,native,branch-misses,branch_misses,5,638863.0
llvmss_stanford_bubblesort,native,cpu-cycles,cpu_cycles,5,41425162.0
llvmss_stanford_bubblesort,native,r00c4,branches_retired,5,31495670.0
llvmss_stanford_bubblesort,native,r01c4,conditional_branches,5,6516287.0
llvmss_stanford_bubblesort,native,r1c0,instructions_retired,5,101977535.0
llvmss_stanford_bubblesort,native,r81d0,all_loads_retired,5,12771849.0
llvmss_stanford_bubblesort,native,r82d0,all_stores_retired,5,13046527.0
llvmss_stanford_bubblesort,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,494095.0
llvmss_stanford_bubblesort,wasm-aot,branch-misses,branch_misses,5,815538.0
llvmss_stanford_bubblesort,wasm-aot,cpu-cycles,cpu_cycles,5,73683010.0
llvmss_stanford_bubblesort,wasm-aot,r00c4,branches_retired,5,34211820.0
llvmss_stanford_bubblesort,wasm-aot,r01c4,conditional_branches,5,19663234.0
llvmss_stanford_bubblesort,wasm-aot,r1c0,instructions_retired,5,134982262.0
llvmss_stanford_bubblesort,wasm-aot,r81d0,all_loads_retired,5,16114531.0
llvmss_stanford_bubblesort,wasm-aot,r82d0,all_stores_retired,5,15146578.0
llvmss_stanford_bubblesort,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,547134.0
llvmss_stanford_bubblesort,wasm-jit,branch-misses,branch_misses,5,824391.0
llvmss_stanford_bubblesort,wasm-jit,cpu-cycles,cpu_cycles,5,75594138.0
llvmss_stanford_bubblesort,wasm-jit,r00c4,branches_retired,5,34531484.0
llvmss_stanford_bubblesort,wasm-jit,r01c4,conditional_branches,5,19735194.0
llvmss_stanford_bubblesort,wasm-jit,r1c0,instructions_retired,5,136994132.0
llvmss_stanford_bubblesort,wasm-jit,r81d0,all_loads_retired,5,16617346.0
llvmss_stanford_bubblesort,wasm-jit,r82d0,all_stores_retired,5,15407738.0
llvmss_stanford_floatmm,native,L1-icache-load-misses,L1_icache_load_misses,5,86363.0
llvmss_stanford_floatmm,native,branch-misses,branch_misses,5,624267.0
llvmss_stanford_floatmm,native,cpu-cycles,cpu_cycles,5,674295174.0
llvmss_stanford_floatmm,native,r00c4,branches_retired,5,185077689.0
llvmss_stanford_floatmm,native,r01c4,conditional_branches,5,176085921.0
llvmss_stanford_floatmm,native,r1c0,instructions_retired,5,1958885966.0
llvmss_stanford_floatmm,native,r81d0,all_loads_retired,5,640648986.0
llvmss_stanford_floatmm,native,r82d0,all_stores_retired,5,24412469.0
llvmss_stanford_floatmm,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,544440.0
llvmss_stanford_floatmm,wasm-aot,branch-misses,branch_misses,5,8673596.0
llvmss_stanford_floatmm,wasm-aot,cpu-cycles,cpu_cycles,5,1206958538.0
llvmss_stanford_floatmm,wasm-aot,r00c4,branches_retired,5,683965371.0
llvmss_stanford_floatmm,wasm-aot,r01c4,conditional_branches,5,9408965.0
llvmss_stanford_floatmm,wasm-aot,r1c0,instructions_retired,5,4245296085.0
llvmss_stanford_floatmm,wasm-aot,r81d0,all_loads_retired,5,676272039.0
llvmss_stanford_floatmm,wasm-aot,r82d0,all_stores_retired,5,34703680.0
llvmss_stanford_floatmm,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,600041.0
llvmss_stanford_floatmm,wasm-jit,branch-misses,branch_misses,5,8683113.0
llvmss_stanford_floatmm,wasm-jit,cpu-cycles,cpu_cycles,5,1208656622.0
llvmss_stanford_floatmm,wasm-jit,r00c4,branches_retired,5,684271706.0
llvmss_stanford_floatmm,wasm-jit,r01c4,conditional_branches,5,9472948.0
llvmss_stanford_floatmm,wasm-jit,r1c0,instructions_retired,5,4247292768.0
llvmss_stanford_floatmm,wasm-jit,r81d0,all_loads_retired,5,676772723.0
llvmss_stanford_floatmm,wasm-jit,r82d0,all_stores_retired,5,34962706.0
llvmss_stanford_intmm,native,L1-icache-load-misses,L1_icache_load_misses,5,45997.0
llvmss_stanford_intmm,native,branch-misses,branch_misses,5,6741.0
llvmss_stanford_intmm,native,cpu-cycles,cpu_cycles,5,1901845.0
llvmss_stanford_intmm,native,r00c4,branches_retired,5,359312.0
llvmss_stanford_intmm,native,r01c4,conditional_branches,5,214560.0
llvmss_stanford_intmm,native,r1c0,instructions_retired,5,4704447.0
llvmss_stanford_intmm,native,r81d0,all_loads_retired,5,1010669.0
llvmss_stanford_intmm,native,r82d0,all_stores_retired,5,175769.0
llvmss_stanford_intmm,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,480356.0
llvmss_stanford_intmm,wasm-aot,branch-misses,branch_misses,5,69601.0
llvmss_stanford_intmm,wasm-aot,cpu-cycles,cpu_cycles,5,17418633.0
llvmss_stanford_intmm,wasm-aot,r00c4,branches_retired,5,4248123.0
llvmss_stanford_intmm,wasm-aot,r01c4,conditional_branches,5,731067.0
llvmss_stanford_intmm,wasm-aot,r1c0,instructions_retired,5,23354946.0
llvmss_stanford_intmm,wasm-aot,r81d0,all_loads_retired,5,4870357.0
llvmss_stanford_intmm,wasm-aot,r82d0,all_stores_retired,5,2297238.0
llvmss_stanford_intmm,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,529747.0
llvmss_stanford_intmm,wasm-jit,branch-misses,branch_misses,5,77948.0
llvmss_stanford_intmm,wasm-jit,cpu-cycles,cpu_cycles,5,19820730.0
llvmss_stanford_intmm,wasm-jit,r00c4,branches_retired,5,4543294.0
llvmss_stanford_intmm,wasm-jit,r01c4,conditional_branches,5,792897.0
llvmss_stanford_intmm,wasm-jit,r1c0,instructions_retired,5,25260386.0
llvmss_stanford_intmm,wasm-jit,r81d0,all_loads_retired,5,5352088.0
llvmss_stanford_intmm,wasm-jit,r82d0,all_stores_retired,5,2537100.0
llvmss_stanford_oscar,native,L1-icache-load-misses,L1_icache_load_misses,5,44490.0
llvmss_stanford_oscar,native,branch-misses,branch_misses,5,7621.0
llvmss_stanford_oscar,native,cpu-cycles,cpu_cycles,5,2557350.0
llvmss_stanford_oscar,native,r00c4,branches_retired,5,658731.0
llvmss_stanford_oscar,native,r01c4,conditional_branches,5,391878.0
llvmss_stanford_oscar,native,r1c0,instructions_retired,5,7711194.0
llvmss_stanford_oscar,native,r81d0,all_loads_retired,5,2392433.0
llvmss_stanford_oscar,native,r82d0,all_stores_retired,5,1038250.0
llvmss_stanford_oscar,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,479881.0
llvmss_stanford_oscar,wasm-aot,branch-misses,branch_misses,5,60155.0
llvmss_stanford_oscar,wasm-aot,cpu-cycles,cpu_cycles,5,19050731.0
llvmss_stanford_oscar,wasm-aot,r00c4,branches_retired,5,3749096.0
llvmss_stanford_oscar,wasm-aot,r01c4,conditional_branches,5,1369402.0
llvmss_stanford_oscar,wasm-aot,r1c0,instructions_retired,5,30540213.0
llvmss_stanford_oscar,wasm-aot,r81d0,all_loads_retired,5,8081551.0
llvmss_stanford_oscar,wasm-aot,r82d0,all_stores_retired,5,3846039.0
llvmss_stanford_oscar,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,526357.0
llvmss_stanford_oscar,wasm-jit,branch-misses,branch_misses,5,65760.0
llvmss_stanford_oscar,wasm-jit,cpu-cycles,cpu_cycles,5,20734900.0
llvmss_stanford_oscar,wasm-jit,r00c4,branches_retired,5,4070160.0
llvmss_stanford_oscar,wasm-jit,r01c4,conditional_branches,5,1437605.0
llvmss_stanford_oscar,wasm-jit,r1c0,instructions_retired,5,32611520.0
llvmss_stanford_oscar,wasm-jit,r81d0,all_loads_retired,5,8597693.0
llvmss_stanford_oscar,wasm-jit,r82d0,all_stores_retired,5,4106456.0
llvmss_stanford_perm,native,L1-icache-load-misses,L1_icache_load_misses,5,52099.0
llvmss_stanford_perm,native,branch-misses,branch_misses,5,35282.0
llvmss_stanford_perm,native,cpu-cycles,cpu_cycles,5,30314833.0
llvmss_stanford_perm,native,r00c4,branches_retired,5,17512163.0
llvmss_stanford_perm,native,r01c4,conditional_branches,5,3273574.0
llvmss_stanford_perm,native,r1c0,instructions_retired,5,93434488.0
llvmss_stanford_perm,native,r81d0,all_loads_retired,5,28033517.0
llvmss_stanford_perm,native,r82d0,all_stores_retired,5,27940592.0
llvmss_stanford_perm,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,500268.0
llvmss_stanford_perm,wasm-aot,branch-misses,branch_misses,5,80061.0
llvmss_stanford_perm,wasm-aot,cpu-cycles,cpu_cycles,5,84945749.0
llvmss_stanford_perm,wasm-aot,r00c4,branches_retired,5,24565830.0
llvmss_stanford_perm,wasm-aot,r01c4,conditional_branches,5,3952441.0
llvmss_stanford_perm,wasm-aot,r1c0,instructions_retired,5,207112488.0
llvmss_stanford_perm,wasm-aot,r81d0,all_loads_retired,5,77921332.0
llvmss_stanford_perm,wasm-aot,r82d0,all_stores_retired,5,57449807.0
llvmss_stanford_perm,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,543171.0
llvmss_stanford_perm,wasm-jit,branch-misses,branch_misses,5,88096.0
llvmss_stanford_perm,wasm-jit,cpu-cycles,cpu_cycles,5,86104281.0
llvmss_stanford_perm,wasm-jit,r00c4,branches_retired,5,24866015.0
llvmss_stanford_perm,wasm-jit,r01c4,conditional_branches,5,4013607.0
llvmss_stanford_perm,wasm-jit,r1c0,instructions_retired,5,209056314.0
llvmss_stanford_perm,wasm-jit,r81d0,all_loads_retired,5,78406864.0
llvmss_stanford_perm,wasm-jit,r82d0,all_stores_retired,5,57699681.0
llvmss_stanford_puzzle,native,L1-icache-load-misses,L1_icache_load_misses,5,70569.0
llvmss_stanford_puzzle,native,branch-misses,branch_misses,5,2111089.0
llvmss_stanford_puzzle,native,cpu-cycles,cpu_cycles,5,186626811.0
llvmss_stanford_puzzle,native,r00c4,branches_retired,5,155311872.0
llvmss_stanford_puzzle,native,r01c4,conditional_branches,5,77472616.0
llvmss_stanford_puzzle,native,r1c0,instructions_retired,5,455109040.0
llvmss_stanford_puzzle,native,r81d0,all_loads_retired,5,78039316.0
llvmss_stanford_puzzle,native,r82d0,all_stores_retired,5,5617697.0
llvmss_stanford_puzzle,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,512409.0
llvmss_stanford_puzzle,wasm-aot,branch-misses,branch_misses,5,2200310.0
llvmss_stanford_puzzle,wasm-aot,cpu-cycles,cpu_cycles,5,294270614.0
llvmss_stanford_puzzle,wasm-aot,r00c4,branches_retired,5,178451754.0
llvmss_stanford_puzzle,wasm-aot,r01c4,conditional_branches,5,151525555.0
llvmss_stanford_puzzle,wasm-aot,r1c0,instructions_retired,5,796284262.0
llvmss_stanford_puzzle,wasm-aot,r81d0,all_loads_retired,5,101725509.0
llvmss_stanford_puzzle,wasm-aot,r82d0,all_stores_retired,5,14428516.0
llvmss_stanford_puzzle,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,574927.0
llvmss_stanford_puzzle,wasm-jit,branch-misses,branch_misses,5,2203924.0
llvmss_stanford_puzzle,wasm-jit,cpu-cycles,cpu_cycles,5,295986145.0
llvmss_stanford_puzzle,wasm-jit,r00c4,branches_retired,5,178799428.0
llvmss_stanford_puzzle,wasm-jit,r01c4,conditional_branches,5,151598650.0
llvmss_stanford_puzzle,wasm-jit,r1c0,instructions_retired,5,798514352.0
llvmss_stanford_puzzle,wasm-jit,r81d0,all_loads_retired,5,102284875.0
llvmss_stanford_puzzle,wasm-jit,r82d0,all_stores_retired,5,14720180.0
llvmss_stanford_queens,native,L1-icache-load-misses,L1_icache_load_misses,5,51085.0
llvmss_stanford_queens,native,branch-misses,branch_misses,5,9098.0
llvmss_stanford_queens,native,cpu-cycles,cpu_cycles,5,19739410.0
llvmss_stanford_queens,native,r00c4,branches_retired,5,18344182.0
llvmss_stanford_queens,native,r01c4,conditional_branches,5,8396211.0
llvmss_stanford_queens,native,r1c0,instructions_retired,5,77066484.0
llvmss_stanford_queens,native,r81d0,all_loads_retired,5,15337057.0
llvmss_stanford_queens,native,r82d0,all_stores_retired,5,15330657.0
llvmss_stanford_queens,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,486538.0
llvmss_stanford_queens,wasm-aot,branch-misses,branch_misses,5,55947.0
llvmss_stanford_queens,wasm-aot,cpu-cycles,cpu_cycles,5,70319358.0
llvmss_stanford_queens,wasm-aot,r00c4,branches_retired,5,29871448.0
llvmss_stanford_queens,wasm-aot,r01c4,conditional_branches,5,4911473.0
llvmss_stanford_queens,wasm-aot,r1c0,instructions_retired,5,188055811.0
llvmss_stanford_queens,wasm-aot,r81d0,all_loads_retired,5,52941133.0
llvmss_stanford_queens,wasm-aot,r82d0,all_stores_retired,5,39489954.0
llvmss_stanford_queens,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,539920.0
llvmss_stanford_queens,wasm-jit,branch-misses,branch_misses,5,64819.0
llvmss_stanford_queens,wasm-jit,cpu-cycles,cpu_cycles,5,72116245.0
llvmss_stanford_queens,wasm-jit,r00c4,branches_retired,5,30188661.0
llvmss_stanford_queens,wasm-jit,r01c4,conditional_branches,5,4981312.0
llvmss_stanford_queens,wasm-jit,r1c0,instructions_retired,5,190073263.0
llvmss_stanford_queens,wasm-jit,r81d0,all_loads_retired,5,53446042.0
llvmss_stanford_queens,wasm-jit,r82d0,all_stores_retired,5,39746886.0
llvmss_stanford_quicksort,native,L1-icache-load-misses,L1_icache_load_misses,5,58575.0
llvmss_stanford_quicksort,native,branch-misses,branch_misses,5,3019340.0
llvmss_stanford_quicksort,native,cpu-cycles,cpu_cycles,5,93913816.0
llvmss_stanford_quicksort,native,r00c4,branches_retired,5,17749872.0
llvmss_stanford_quicksort,native,r01c4,conditional_branches,5,6029154.0
llvmss_stanford_quicksort,native,r1c0,instructions_retired,5,92518605.0
llvmss_stanford_quicksort,native,r81d0,all_loads_retired,5,10165692.0
llvmss_stanford_quicksort,native,r82d0,all_stores_retired,5,5092124.0
llvmss_stanford_quicksort,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,478426.0
llvmss_stanford_quicksort,wasm-aot,branch-misses,branch_misses,5,2983725.0
llvmss_stanford_quicksort,wasm-aot,cpu-cycles,cpu_cycles,5,115685656.0
llvmss_stanford_quicksort,wasm-aot,r00c4,branches_retired,5,23403579.0
llvmss_stanford_quicksort,wasm-aot,r01c4,conditional_branches,5,6991252.0
llvmss_stanford_quicksort,wasm-aot,r1c0,instructions_retired,5,108543045.0
llvmss_stanford_quicksort,wasm-aot,r81d0,all_loads_retired,5,14978692.0
llvmss_stanford_quicksort,wasm-aot,r82d0,all_stores_retired,5,7600348.0
llvmss_stanford_quicksort,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,539444.0
llvmss_stanford_quicksort,wasm-jit,branch-misses,branch_misses,5,3015438.0
llvmss_stanford_quicksort,wasm-jit,cpu-cycles,cpu_cycles,5,118084662.0
llvmss_stanford_quicksort,wasm-jit,r00c4,branches_retired,5,23719862.0
llvmss_stanford_quicksort,wasm-jit,r01c4,conditional_branches,5,7057547.0
llvmss_stanford_quicksort,wasm-jit,r1c0,instructions_retired,5,110598827.0
llvmss_stanford_quicksort,wasm-jit,r81d0,all_loads_retired,5,15494598.0
llvmss_stanford_quicksort,wasm-jit,r82d0,all_stores_retired,5,7867029.0
llvmss_stanford_realmm,native,L1-icache-load-misses,L1_icache_load_misses,5,47273.0
llvmss_stanford_realmm,native,branch-misses,branch_misses,5,7810.0
llvmss_stanford_realmm,native,cpu-cycles,cpu_cycles,5,2312306.0
llvmss_stanford_realmm,native,r00c4,branches_retired,5,545006.0
llvmss_stanford_realmm,native,r01c4,conditional_branches,5,392701.0
llvmss_stanford_realmm,native,r1c0,instructions_retired,5,4834669.0
llvmss_stanford_realmm,native,r81d0,all_loads_retired,5,1502983.0
llvmss_stanford_realmm,native,r82d0,all_stores_retired,5,183684.0
llvmss_stanford_realmm,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,475858.0
llvmss_stanford_realmm,wasm-aot,branch-misses,branch_misses,5,69684.0
llvmss_stanford_realmm,wasm-aot,cpu-cycles,cpu_cycles,5,17807305.0
llvmss_stanford_realmm,wasm-aot,r00c4,branches_retired,5,4230810.0
llvmss_stanford_realmm,wasm-aot,r01c4,conditional_branches,5,726242.0
llvmss_stanford_realmm,wasm-aot,r1c0,instructions_retired,5,23334143.0
llvmss_stanford_realmm,wasm-aot,r81d0,all_loads_retired,5,4873115.0
llvmss_stanford_realmm,wasm-aot,r82d0,all_stores_retired,5,2271443.0
llvmss_stanford_realmm,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,541356.0
llvmss_stanford_realmm,wasm-jit,branch-misses,branch_misses,5,80370.0
llvmss_stanford_realmm,wasm-jit,cpu-cycles,cpu_cycles,5,19178549.0
llvmss_stanford_realmm,wasm-jit,r00c4,branches_retired,5,4565767.0
llvmss_stanford_realmm,wasm-jit,r01c4,conditional_branches,5,795229.0
llvmss_stanford_realmm,wasm-jit,r1c0,instructions_retired,5,25494358.0
llvmss_stanford_realmm,wasm-jit,r81d0,all_loads_retired,5,5406529.0
llvmss_stanford_realmm,wasm-jit,r82d0,all_stores_retired,5,2553410.0
llvmss_stanford_towers,native,L1-icache-load-misses,L1_icache_load_misses,5,52667.0
llvmss_stanford_towers,native,branch-misses,branch_misses,5,37483.0
llvmss_stanford_towers,native,cpu-cycles,cpu_cycles,5,23681526.0
llvmss_stanford_towers,native,r00c4,branches_retired,5,16147044.0
llvmss_stanford_towers,native,r01c4,conditional_branches,5,889994.0
llvmss_stanford_towers,native,r1c0,instructions_retired,5,96427376.0
llvmss_stanford_towers,native,r81d0,all_loads_retired,5,28076202.0
llvmss_stanford_towers,native,r82d0,all_stores_retired,5,27191558.0
llvmss_stanford_towers,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,489547.0
llvmss_stanford_towers,wasm-aot,branch-misses,branch_misses,5,115822.0
llvmss_stanford_towers,wasm-aot,cpu-cycles,cpu_cycles,5,52287120.0
llvmss_stanford_towers,wasm-aot,r00c4,branches_retired,5,22561209.0
llvmss_stanford_towers,wasm-aot,r01c4,conditional_branches,5,3180513.0
llvmss_stanford_towers,wasm-aot,r1c0,instructions_retired,5,178084169.0
llvmss_stanford_towers,wasm-aot,r81d0,all_loads_retired,5,43724544.0
llvmss_stanford_towers,wasm-aot,r82d0,all_stores_retired,5,35854348.0
llvmss_stanford_towers,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,541752.0
llvmss_stanford_towers,wasm-jit,branch-misses,branch_misses,5,125966.0
llvmss_stanford_towers,wasm-jit,cpu-cycles,cpu_cycles,5,53892804.0
llvmss_stanford_towers,wasm-jit,r00c4,branches_retired,5,22866344.0
llvmss_stanford_towers,wasm-jit,r01c4,conditional_branches,5,3249296.0
llvmss_stanford_towers,wasm-jit,r1c0,instructions_retired,5,180051193.0
llvmss_stanford_towers,wasm-jit,r81d0,all_loads_retired,5,44218046.0
llvmss_stanford_towers,wasm-jit,r82d0,all_stores_retired,5,36100641.0
llvmss_stanford_treesort,native,L1-icache-load-misses,L1_icache_load_misses,5,243311.0
llvmss_stanford_treesort,native,branch-misses,branch_misses,5,3078548.0
llvmss_stanford_treesort,native,cpu-cycles,cpu_cycles,5,170096779.0
llvmss_stanford_treesort,native,r00c4,branches_retired,5,47997083.0
llvmss_stanford_treesort,native,r01c4,conditional_branches,5,13275988.0
llvmss_stanford_treesort,native,r1c0,instructions_retired,5,185002219.0
llvmss_stanford_treesort,native,r81d0,all_loads_retired,5,41952812.0
llvmss_stanford_treesort,native,r82d0,all_stores_retired,5,15447585.0
llvmss_stanford_treesort,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,682370.0
llvmss_stanford_treesort,wasm-aot,branch-misses,branch_misses,5,2890373.0
llvmss_stanford_treesort,wasm-aot,cpu-cycles,cpu_cycles,5,158434538.0
llvmss_stanford_treesort,wasm-aot,r00c4,branches_retired,5,37354725.0
llvmss_stanford_treesort,wasm-aot,r01c4,conditional_branches,5,15044627.0
llvmss_stanford_treesort,wasm-aot,r1c0,instructions_retired,5,170462042.0
llvmss_stanford_treesort,wasm-aot,r81d0,all_loads_retired,5,42212090.0
llvmss_stanford_treesort,wasm-aot,r82d0,all_stores_retired,5,18142202.0
llvmss_stanford_treesort,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,722592.0
llvmss_stanford_treesort,wasm-jit,branch-misses,branch_misses,5,2918095.0
llvmss_stanford_treesort,wasm-jit,cpu-cycles,cpu_cycles,5,161531569.0
llvmss_stanford_treesort,wasm-jit,r00c4,branches_retired,5,37712908.0
llvmss_stanford_treesort,wasm-jit,r01c4,conditional_branches,5,15118384.0
llvmss_stanford_treesort,wasm-jit,r1c0,instructions_retired,5,172853666.0
llvmss_stanford_treesort,wasm-jit,r81d0,all_loads_retired,5,42821291.0
llvmss_stanford_treesort,wasm-jit,r82d0,all_stores_retired,5,18451472.0
