n_samples,n_features,cv_folds,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std,ols_r2,ols_adj_r2,ols_f_pvalue
52,8,5,1.614281900206794,0.34524542857710405,0.29251339473218124,0.5743991906893531,0.8502719025871861,0.8224155123708486,2.524580251764566e-15
