program,mode,runtime,run_index,internal_ms,external_ms,ok,error
llvmss_misc_flops-3,jit,wasm-jit,3,848.04139,853.331134,1,
llvmss_misc_flops-3,jit,native,4,939.70598,940.435356,1,
llvmss_misc_flops-3,jit,wasm-jit,4,848.216045,853.633545,1,
llvmss_misc_flops-3,jit,native,5,939.640506,940.467661,1,
llvmss_misc_flops-3,jit,wasm-jit,5,848.211007,853.711564,1,
llvmss_misc_flops-3,jit,native,6,939.71089,940.468574,1,
llvmss_misc_flops-3,jit,wasm-jit,6,847.980337,853.759015,1,
llvmss_misc_flops-3,jit,native,7,940.1689,940.969314,1,
llvmss_misc_flops-3,jit,wasm-jit,7,847.978426,853.686612,1,
llvmss_misc_flops-3,jit,native,8,938.889103,939.709166,1,
llvmss_misc_flops-3,jit,wasm-jit,8,848.301763,853.579883,1,
llvmss_misc_flops-3,jit,native,9,938.939665,939.637709,1,
llvmss_misc_flops-3,jit,wasm-jit,9,913.177582,918.829001,1,
llvmss_misc_flops-3,jit,native,10,898.198622,898.921633,1,
llvmss_misc_flops-3,jit,wasm-jit,10,848.274473,853.869447,1,
llvmss_misc_flops-3,aot,native,1,904.536462,905.238641,1,
llvmss_misc_flops-3,aot,wasm-aot,1,848.094283,853.27301,1,
llvmss_misc_flops-3,aot,native,2,939.209844,940.028371,1,
llvmss_misc_flops-3,aot,wasm-aot,2,848.233085,853.301806,1,
llvmss_misc_flops-3,aot,native,3,944.157402,944.933621,1,
llvmss_misc_flops-3,aot,wasm-aot,3,913.705411,918.934405,1,
llvmss_misc_flops-3,aot,native,4,898.162158,898.885751,1,
llvmss_misc_flops-3,aot,wasm-aot,4,847.998522,852.961356,1,
llvmss_misc_flops-3,aot,native,5,939.766448,940.532999,1,
llvmss_misc_flops-3,aot,wasm-aot,5,848.282673,853.305418,1,
llvmss_misc_flops-3,aot,native,6,939.659188,940.462803,1,
llvmss_misc_flops-3,aot,wasm-aot,6,848.218066,853.290029,1,
llvmss_misc_flops-3,aot,native,7,939.227265,939.995332,1,
llvmss_misc_flops-3,aot,wasm-aot,7,848.135351,853.252415,1,
llvmss_misc_flops-3,aot,native,8,939.44947,940.178128,1,
llvmss_misc_flops-3,aot,wasm-aot,8,848.038077,853.194173,1,
llvmss_misc_flops-3,aot,native,9,893.947159,894.841757,1,
llvmss_misc_flops-3,aot,wasm-aot,9,848.190774,853.368182,1,
llvmss_misc_flops-3,aot,native,10,939.555139,940.369779,1,
llvmss_misc_flops-3,aot,wasm-aot,10,848.147708,853.236811,1,
llvmss_misc_flops-4,jit,native,1,414.846332,415.582579,1,
llvmss_misc_flops-4,jit,wasm-jit,1,410.376041,415.737269,1,
llvmss_misc_flops-4,jit,native,2,428.656772,429.366278,1,
llvmss_misc_flops-4,jit,wasm-jit,2,410.225685,416.002491,1,
llvmss_misc_flops-4,jit,native,3,414.987608,415.683804,1,
llvmss_misc_flops-4,jit,wasm-jit,3,410.21161,415.411415,1,
llvmss_misc_flops-4,jit,native,4,414.869298,415.55413,1,
llvmss_misc_flops-4,jit,wasm-jit,4,410.20247,415.758526,1,
llvmss_misc_flops-4,jit,native,5,428.647487,429.439818,1,
llvmss_misc_flops-4,jit,wasm-jit,5,410.460321,416.019311,1,
llvmss_misc_flops-4,jit,native,6,428.553635,429.378355,1,
llvmss_misc_flops-4,jit,wasm-jit,6,410.387296,415.924951,1,
llvmss_misc_flops-4,jit,native,7,428.42534,429.182163,1,
llvmss_misc_flops-4,jit,wasm-jit,7,410.367815,415.695397,1,
llvmss_misc_flops-4,jit,native,8,428.706657,429.379888,1,
llvmss_misc_flops-4,jit,wasm-jit,8,410.317843,415.689962,1,
llvmss_misc_flops-4,jit,native,9,428.975048,429.683691,1,
llvmss_misc_flops-4,jit,wasm-jit,9,427.518959,433.178883,1,
llvmss_misc_flops-4,jit,native,10,428.520957,429.301569,1,
llvmss_misc_flops-4,jit,wasm-jit,10,410.287196,415.687058,1,
llvmss_misc_flops-4,aot,native,1,428.181953,428.976476,1,
llvmss_misc_flops-4,aot,wasm-aot,1,410.446661,415.520884,1,
llvmss_misc_flops-4,aot,native,2,428.489273,429.315085,1,
llvmss_misc_flops-4,aot,wasm-aot,2,410.38815,415.623536,1,
llvmss_misc_flops-4,aot,native,3,414.872641,415.730931,1,
llvmss_misc_flops-4,aot,wasm-aot,3,410.272506,415.741587,1,
llvmss_misc_flops-4,aot,native,4,428.687081,429.434098,1,
llvmss_misc_flops-4,aot,wasm-aot,4,410.205055,415.24582,1,
llvmss_misc_flops-4,aot,native,5,428.637335,429.486345,1,
llvmss_misc_flops-4,aot,wasm-aot,5,410.192772,415.300556,1,
llvmss_misc_flops-4,aot,native,6,414.863256,415.59968,1,
llvmss_misc_flops-4,aot,wasm-aot,6,410.442243,415.446896,1,
llvmss_misc_flops-4,aot,native,7,428.479022,429.290254,1,
llvmss_misc_flops-4,aot,wasm-aot,7,410.360304,415.400708,1,
llvmss_misc_flops-4,aot,native,8,414.840282,415.686859,1,
llvmss_misc_flops-4,aot,wasm-aot,8,410.218913,415.297383,1,
llvmss_misc_flops-4,aot,native,9,428.640748,429.366136,1,
llvmss_misc_flops-4,aot,wasm-aot,9,410.214283,415.144788,1,
llvmss_misc_flops-4,aot,native,10,428.707638,429.478316,1,
llvmss_misc_flops-4,aot,wasm-aot,10,410.212812,415.114691,1,
llvmss_misc_flops-5,jit,native,1,859.187284,859.933292,1,
llvmss_misc_flops-5,jit,wasm-jit,1,810.185833,815.765413,1,
llvmss_misc_flops-5,jit,native,2,857.276499,858.078122,1,
llvmss_misc_flops-5,jit,wasm-jit,2,810.202091,815.808617,1,
llvmss_misc_flops-5,jit,native,3,810.029295,810.762752,1,
llvmss_misc_flops-5,jit,wasm-jit,3,837.555319,843.197865,1,
llvmss_misc_flops-5,jit,native,4,860.92821,861.761108,1,
llvmss_misc_flops-5,jit,wasm-jit,4,810.032407,815.414676,1,
llvmss_misc_flops-5,jit,native,5,858.993775,859.676883,1,
llvmss_misc_flops-5,jit,wasm-jit,5,838.184861,843.800446,1,
llvmss_misc_flops-5,jit,native,6,810.079111,810.772803,1,
llvmss_misc_flops-5,jit,wasm-jit,6,810.030943,815.427065,1,
llvmss_misc_flops-5,jit,native,7,858.877724,859.630929,1,
llvmss_misc_flops-5,jit,wasm-jit,7,810.271699,815.942595,1,
llvmss_misc_flops-5,jit,native,8,810.081225,810.908927,1,
llvmss_misc_flops-5,jit,wasm-jit,8,810.109013,815.576456,1,
llvmss_misc_flops-5,jit,native,9,858.666545,859.461969,1,
llvmss_misc_flops-5,jit,wasm-jit,9,810.024655,815.385707,1,
