program,runtime,run_index,internal_ms,parsed_ok,ok,error
lu,wasm-jit,6,2227.036,1,1,
lu,wasm-jit,7,2261.947,1,1,
lu,wasm-jit,8,2241.203,1,1,
lu,wasm-jit,9,2217.933,1,1,
lu,wasm-jit,10,2259.486,1,1,
lu,wasm-jit,11,2237.373,1,1,
lu,wasm-jit,12,2249.558,1,1,
lu,wasm-jit,13,2301.7349999999997,1,1,
lu,wasm-jit,14,2285.3469999999998,1,1,
lu,wasm-jit,15,2232.368,1,1,
lu,wasm-jit,16,2230.908,1,1,
lu,wasm-jit,17,2270.6780000000003,1,1,
lu,wasm-jit,18,2230.9320000000002,1,1,
lu,wasm-jit,19,2193.925,1,1,
lu,wasm-jit,20,2270.648,1,1,
lu,wasm-jit,21,2246.022,1,1,
lu,wasm-jit,22,2249.062,1,1,
lu,wasm-jit,23,2221.832,1,1,
lu,wasm-jit,24,2246.054,1,1,
lu,wasm-jit,25,2227.082,1,1,
lu,wasm-jit,26,2367.491,1,1,
lu,wasm-jit,27,2237.806,1,1,
lu,wasm-jit,28,2244.152,1,1,
lu,wasm-jit,29,2225.0190000000002,1,1,
lu,wasm-jit,30,2321.387,1,1,
lu,wasm-aot,1,2214.4300000000003,1,1,
lu,wasm-aot,2,2240.2479999999996,1,1,
lu,wasm-aot,3,2233.02,1,1,
lu,wasm-aot,4,2271.073,1,1,
lu,wasm-aot,5,2284.196,1,1,
lu,wasm-aot,6,2233.05,1,1,
lu,wasm-aot,7,2256.797,1,1,
lu,wasm-aot,8,2261.748,1,1,
lu,wasm-aot,9,2323.776,1,1,
lu,wasm-aot,10,2225.247,1,1,
lu,wasm-aot,11,2288.245,1,1,
lu,wasm-aot,12,2250.71,1,1,
lu,wasm-aot,13,2247.855,1,1,
lu,wasm-aot,14,2255.744,1,1,
lu,wasm-aot,15,2239.153,1,1,
lu,wasm-aot,16,2250.6059999999998,1,1,
lu,wasm-aot,17,2292.861,1,1,
lu,wasm-aot,18,2261.787,1,1,
lu,wasm-aot,19,2198.3579999999997,1,1,
lu,wasm-aot,20,2256.7659999999996,1,1,
lu,wasm-aot,21,2284.26,1,1,
lu,wasm-aot,22,2222.694,1,1,
lu,wasm-aot,23,2247.049,1,1,
lu,wasm-aot,24,2256.359,1,1,
lu,wasm-aot,25,2253.256,1,1,
lu,wasm-aot,26,2223.2949999999996,1,1,
lu,wasm-aot,27,2473.8349999999996,1,1,
lu,wasm-aot,28,2276.6150000000002,1,1,
lu,wasm-aot,29,2270.689,1,1,
lu,wasm-aot,30,2277.973,1,1,
ludcmp,native,1,2431.2999999999997,1,1,
ludcmp,native,2,2525.887,1,1,
ludcmp,native,3,2077.124,1,1,
ludcmp,native,4,2238.529,1,1,
ludcmp,native,5,2202.1839999999997,1,1,
ludcmp,native,6,2267.4370000000004,1,1,
ludcmp,native,7,2181.934,1,1,
ludcmp,native,8,2206.3250000000003,1,1,
ludcmp,native,9,2314.968,1,1,
ludcmp,native,10,2236.515,1,1,
ludcmp,native,11,2170.936,1,1,
ludcmp,native,12,2195.642,1,1,
ludcmp,native,13,2395.687,1,1,
ludcmp,native,14,2399.255,1,1,
ludcmp,native,15,2405.511,1,1,
ludcmp,native,16,2448.094,1,1,
ludcmp,native,17,2704.8269999999998,1,1,
ludcmp,native,18,2096.215,1,1,
ludcmp,native,19,2616.3430000000003,1,1,
ludcmp,native,20,2648.879,1,1,
ludcmp,native,21,2161.205,1,1,
ludcmp,native,22,2189.511,1,1,
ludcmp,native,23,2587.522,1,1,
ludcmp,native,24,2306.241,1,1,
ludcmp,native,25,2056.801,1,1,
ludcmp,native,26,2251.706,1,1,
ludcmp,native,27,2295.104,1,1,
ludcmp,native,28,2308.904,1,1,
ludcmp,native,29,2579.247,1,1,
ludcmp,native,30,2283.614,1,1,
ludcmp,wasm-jit,1,2216.482,1,1,
ludcmp,wasm-jit,2,2188.7799999999997,1,1,
ludcmp,wasm-jit,3,2194.3579999999997,1,1,
ludcmp,wasm-jit,4,2208.273,1,1,
ludcmp,wasm-jit,5,2210.502,1,1,
ludcmp,wasm-jit,6,2168.168,1,1,
ludcmp,wasm-jit,7,2206.4759999999997,1,1,
ludcmp,wasm-jit,8,2138.5589999999997,1,1,
ludcmp,wasm-jit,9,2157.526,1,1,
ludcmp,wasm-jit,10,2161.967,1,1,
ludcmp,wasm-jit,11,2163.763,1,1,
ludcmp,wasm-jit,12,2140.134,1,1,
ludcmp,wasm-jit,13,2142.3990000000003,1,1,
ludcmp,wasm-jit,14,2154.997,1,1,
ludcmp,wasm-jit,15,2135.857,1,1,
ludcmp,wasm-jit,16,2146.195,1,1,
ludcmp,wasm-jit,17,2182.627,1,1,
ludcmp,wasm-jit,18,2180.1910000000003,1,1,
ludcmp,wasm-jit,19,2383.575,1,1,
ludcmp,wasm-jit,20,2178.275,1,1,
ludcmp,wasm-jit,21,2189.201,1,1,
ludcmp,wasm-jit,22,2162.529,1,1,
ludcmp,wasm-jit,23,2201.848,1,1,
ludcmp,wasm-jit,24,2162.016,1,1,
ludcmp,wasm-jit,25,2219.897,1,1,
ludcmp,wasm-jit,26,2167.1580000000004,1,1,
ludcmp,wasm-jit,27,2221.137,1,1,
ludcmp,wasm-jit,28,2177.8979999999997,1,1,
ludcmp,wasm-jit,29,2234.04,1,1,
ludcmp,wasm-jit,30,2189.895,1,1,
ludcmp,wasm-aot,1,2179.2729999999997,1,1,
ludcmp,wasm-aot,2,2204.725,1,1,
ludcmp,wasm-aot,3,2155.332,1,1,
ludcmp,wasm-aot,4,2132.281,1,1,
ludcmp,wasm-aot,5,2164.5910000000003,1,1,
ludcmp,wasm-aot,6,2167.1200000000003,1,1,
ludcmp,wasm-aot,7,2133.384,1,1,
ludcmp,wasm-aot,8,2134.8720000000003,1,1,
ludcmp,wasm-aot,9,2171.6730000000002,1,1,
ludcmp,wasm-aot,10,2162.4300000000003,1,1,
ludcmp,wasm-aot,11,2151.072,1,1,
ludcmp,wasm-aot,12,2316.43,1,1,
ludcmp,wasm-aot,13,2175.453,1,1,
ludcmp,wasm-aot,14,2123.267,1,1,
ludcmp,wasm-aot,15,2126.451,1,1,
ludcmp,wasm-aot,16,2336.642,1,1,
ludcmp,wasm-aot,17,2153.435,1,1,
ludcmp,wasm-aot,18,2189.839,1,1,
ludcmp,wasm-aot,19,2206.728,1,1,
ludcmp,wasm-aot,20,2211.599,1,1,
ludcmp,wasm-aot,21,2210.422,1,1,
ludcmp,wasm-aot,22,2245.357,1,1,
ludcmp,wasm-aot,23,2152.822,1,1,
ludcmp,wasm-aot,24,2161.541,1,1,
ludcmp,wasm-aot,25,2175.262,1,1,
ludcmp,wasm-aot,26,2188.0060000000003,1,1,
ludcmp,wasm-aot,27,2177.206,1,1,
ludcmp,wasm-aot,28,2177.036,1,1,
ludcmp,wasm-aot,29,2250.818,1,1,
ludcmp,wasm-aot,30,2155.151,1,1,
mvt,native,1,13.395000000000001,1,1,
mvt,native,2,13.174999999999999,1,1,
mvt,native,3,11.03,1,1,
mvt,native,4,11.041,1,1,
mvt,native,5,12.262,1,1,
mvt,native,6,12.413,1,1,
mvt,native,7,13.51,1,1,
mvt,native,8,12.612,1,1,
mvt,native,9,12.801,1,1,
mvt,native,10,13.02,1,1,
mvt,native,11,12.581,1,1,
mvt,native,12,12.503,1,1,
mvt,native,13,12.637,1,1,
mvt,native,14,12.336,1,1,
mvt,native,15,14.622,1,1,
mvt,native,16,16.048,1,1,
mvt,native,17,13.719999999999999,1,1,
mvt,native,18,11.880999999999998,1,1,
mvt,native,19,12.852,1,1,
mvt,native,20,12.115,1,1,
mvt,native,21,12.437999999999999,1,1,
mvt,native,22,13.39,1,1,
mvt,native,23,12.269,1,1,
mvt,native,24,12.872,1,1,
mvt,native,25,13.795,1,1,
mvt,native,26,13.761000000000001,1,1,
mvt,native,27,13.015,1,1,
mvt,native,28,12.346,1,1,
mvt,native,29,14.156,1,1,
mvt,native,30,15.312,1,1,
mvt,wasm-jit,1,13.639,1,1,
mvt,wasm-jit,2,13.605,1,1,
mvt,wasm-jit,3,14.566,1,1,
mvt,wasm-jit,4,16.257,1,1,
mvt,wasm-jit,5,13.543,1,1,
mvt,wasm-jit,6,13.475000000000001,1,1,
mvt,wasm-jit,7,16.119,1,1,
mvt,wasm-jit,8,12.266,1,1,
mvt,wasm-jit,9,11.05,1,1,
mvt,wasm-jit,10,12.283000000000001,1,1,
mvt,wasm-jit,11,13.683,1,1,
mvt,wasm-jit,12,11.774,1,1,
mvt,wasm-jit,13,13.76,1,1,
mvt,wasm-jit,14,15.259,1,1,
mvt,wasm-jit,15,12.796,1,1,
mvt,wasm-jit,16,12.661,1,1,
mvt,wasm-jit,17,12.409999999999998,1,1,
mvt,wasm-jit,18,13.706,1,1,
mvt,wasm-jit,19,12.224,1,1,
mvt,wasm-jit,20,12.702,1,1,
mvt,wasm-jit,21,13.024000000000001,1,1,
mvt,wasm-jit,22,12.421,1,1,
mvt,wasm-jit,23,13.129,1,1,
mvt,wasm-jit,24,12.047,1,1,
mvt,wasm-jit,25,12.347,1,1,
mvt,wasm-jit,26,12.164,1,1,
mvt,wasm-jit,27,12.786000000000001,1,1,
mvt,wasm-jit,28,11.918,1,1,
mvt,wasm-jit,29,11.92,1,1,
mvt,wasm-jit,30,12.116999999999999,1,1,
mvt,wasm-aot,1,13.03,1,1,
mvt,wasm-aot,2,12.755,1,1,
mvt,wasm-aot,3,12.161,1,1,
mvt,wasm-aot,4,11.643,1,1,
mvt,wasm-aot,5,11.023,1,1,
mvt,wasm-aot,6,11.706,1,1,
mvt,wasm-aot,7,12.274000000000001,1,1,
mvt,wasm-aot,8,11.469,1,1,
mvt,wasm-aot,9,11.59,1,1,
mvt,wasm-aot,10,11.652,1,1,
mvt,wasm-aot,11,12.413,1,1,
mvt,wasm-aot,12,12.382000000000001,1,1,
mvt,wasm-aot,13,11.457,1,1,
mvt,wasm-aot,14,13.126000000000001,1,1,
mvt,wasm-aot,15,11.394,1,1,
mvt,wasm-aot,16,11.623,1,1,
mvt,wasm-aot,17,11.551,1,1,
mvt,wasm-aot,18,12.727,1,1,
mvt,wasm-aot,19,12.331999999999999,1,1,
mvt,wasm-aot,20,11.110999999999999,1,1,
mvt,wasm-aot,21,11.097,1,1,
mvt,wasm-aot,22,13.233,1,1,
mvt,wasm-aot,23,11.584000000000001,1,1,
mvt,wasm-aot,24,11.869,1,1,
mvt,wasm-aot,25,13.162,1,1,
mvt,wasm-aot,26,12.449,1,1,
mvt,wasm-aot,27,11.857,1,1,
mvt,wasm-aot,28,12.762,1,1,
mvt,wasm-aot,29,12.747,1,1,
mvt,wasm-aot,30,12.547,1,1,
nussinov,native,1,1910.524,1,1,
nussinov,native,2,1926.4460000000001,1,1,
nussinov,native,3,2128.1690000000003,1,1,
nussinov,native,4,1931.495,1,1,
nussinov,native,5,1901.435,1,1,
nussinov,native,6,1829.7730000000001,1,1,
nussinov,native,7,1956.7069999999999,1,1,
nussinov,native,8,1947.995,1,1,
nussinov,native,9,1884.7069999999999,1,1,
nussinov,native,10,1945.44,1,1,
nussinov,native,11,1970.693,1,1,
nussinov,native,12,2034.567,1,1,
nussinov,native,13,1978.356,1,1,
nussinov,native,14,1948.4779999999998,1,1,
nussinov,native,15,2058.652,1,1,
nussinov,native,16,2122.848,1,1,
nussinov,native,17,1905.627,1,1,
nussinov,native,18,1962.715,1,1,
nussinov,native,19,1943.571,1,1,
nussinov,native,20,1981.9279999999999,1,1,
nussinov,native,21,1911.9180000000001,1,1,
nussinov,native,22,1994.02,1,1,
nussinov,native,23,2048.403,1,1,
nussinov,native,24,2198.823,1,1,
nussinov,native,25,1923.166,1,1,
nussinov,native,26,2049.1440000000002,1,1,
nussinov,native,27,1967.7469999999998,1,1,
nussinov,native,28,2022.2099999999998,1,1,
nussinov,native,29,1905.4789999999998,1,1,
nussinov,native,30,1972.299,1,1,
nussinov,wasm-jit,1,2308.819,1,1,
nussinov,wasm-jit,2,2301.605,1,1,
nussinov,wasm-jit,3,2261.272,1,1,
nussinov,wasm-jit,4,2260.793,1,1,
nussinov,wasm-jit,5,2286.615,1,1,
nussinov,wasm-jit,6,2309.732,1,1,
nussinov,wasm-jit,7,2298.4629999999997,1,1,
nussinov,wasm-jit,8,2260.063,1,1,
nussinov,wasm-jit,9,2248.29,1,1,
nussinov,wasm-jit,10,2287.087,1,1,
nussinov,wasm-jit,11,2251.0080000000003,1,1,
nussinov,wasm-jit,12,2394.247,1,1,
nussinov,wasm-jit,13,2371.4539999999997,1,1,
nussinov,wasm-jit,14,2226.076,1,1,
nussinov,wasm-jit,15,2236.04,1,1,
nussinov,wasm-jit,16,2309.125,1,1,
nussinov,wasm-jit,17,2266.42,1,1,
nussinov,wasm-jit,18,2280.911,1,1,
nussinov,wasm-jit,19,2281.072,1,1,
nussinov,wasm-jit,20,2312.539,1,1,
nussinov,wasm-jit,21,2288.633,1,1,
nussinov,wasm-jit,22,2297.053,1,1,
nussinov,wasm-jit,23,2348.706,1,1,
nussinov,wasm-jit,24,2288.366,1,1,
nussinov,wasm-jit,25,2264.427,1,1,
nussinov,wasm-jit,26,2266.0499999999997,1,1,
nussinov,wasm-jit,27,2312.5,1,1,
nussinov,wasm-jit,28,2232.701,1,1,
nussinov,wasm-jit,29,2236.116,1,1,
nussinov,wasm-jit,30,2272.346,1,1,
nussinov,wasm-aot,1,2297.687,1,1,
nussinov,wasm-aot,2,2256.875,1,1,
nussinov,wasm-aot,3,2238.866,1,1,
nussinov,wasm-aot,4,2380.02,1,1,
nussinov,wasm-aot,5,2276.206,1,1,
nussinov,wasm-aot,6,2311.262,1,1,
nussinov,wasm-aot,7,2397.5499999999997,1,1,
nussinov,wasm-aot,8,2493.991,1,1,
nussinov,wasm-aot,9,2299.1730000000002,1,1,
nussinov,wasm-aot,10,2305.497,1,1,
nussinov,wasm-aot,11,2312.4570000000003,1,1,
nussinov,wasm-aot,12,2380.535,1,1,
nussinov,wasm-aot,13,2271.482,1,1,
nussinov,wasm-aot,14,2297.5249999999996,1,1,
nussinov,wasm-aot,15,2369.796,1,1,
nussinov,wasm-aot,16,2245.782,1,1,
nussinov,wasm-aot,17,2361.6220000000003,1,1,
nussinov,wasm-aot,18,2314.509,1,1,
nussinov,wasm-aot,19,2274.664,1,1,
nussinov,wasm-aot,20,2301.285,1,1,
nussinov,wasm-aot,21,2322.266,1,1,
nussinov,wasm-aot,22,2325.8830000000003,1,1,
nussinov,wasm-aot,23,2355.703,1,1,
nussinov,wasm-aot,24,2302.2490000000003,1,1,
nussinov,wasm-aot,25,2310.0710000000004,1,1,
nussinov,wasm-aot,26,2345.025,1,1,
nussinov,wasm-aot,27,2256.274,1,1,
nussinov,wasm-aot,28,2293.2619999999997,1,1,
nussinov,wasm-aot,29,2353.413,1,1,
nussinov,wasm-aot,30,2317.11,1,1,
seidel-2d,native,1,10980.643,1,1,
seidel-2d,native,2,10802.963,1,1,
seidel-2d,native,3,10792.763,1,1,
seidel-2d,native,4,10856.182,1,1,
seidel-2d,native,5,10829.969000000001,1,1,
seidel-2d,native,6,10960.718,1,1,
seidel-2d,native,7,10892.502999999999,1,1,
seidel-2d,native,8,10799.595,1,1,
seidel-2d,native,9,10871.401,1,1,
seidel-2d,native,10,10858.297999999999,1,1,
seidel-2d,native,11,10761.676,1,1,
seidel-2d,native,12,10827.593,1,1,
seidel-2d,native,13,10795.769,1,1,
seidel-2d,native,14,10793.573,1,1,
seidel-2d,native,15,10935.916000000001,1,1,
seidel-2d,native,16,10850.126,1,1,
seidel-2d,native,17,10874.226,1,1,
seidel-2d,native,18,10807.708999999999,1,1,
seidel-2d,native,19,10793.958,1,1,
seidel-2d,native,20,10861.672999999999,1,1,
seidel-2d,native,21,10835.437,1,1,
seidel-2d,native,22,10798.122,1,1,
seidel-2d,native,23,10820.336,1,1,
seidel-2d,native,24,10771.516,1,1,
seidel-2d,native,25,10778.148,1,1,
seidel-2d,native,26,10978.281,1,1,
seidel-2d,native,27,10886.403,1,1,
seidel-2d,native,28,10879.932999999999,1,1,
seidel-2d,native,29,10935.912,1,1,
seidel-2d,native,30,10861.552,1,1,
seidel-2d,wasm-jit,1,10885.866,1,1,
seidel-2d,wasm-jit,2,10856.709,1,1,
seidel-2d,wasm-jit,3,10864.622000000001,1,1,
seidel-2d,wasm-jit,4,10818.001,1,1,
seidel-2d,wasm-jit,5,10938.506,1,1,
seidel-2d,wasm-jit,6,10849.331,1,1,
seidel-2d,wasm-jit,7,10827.707,1,1,
seidel-2d,wasm-jit,8,10850.74,1,1,
seidel-2d,wasm-jit,9,10786.22,1,1,
seidel-2d,wasm-jit,10,10811.669,1,1,
seidel-2d,wasm-jit,11,10836.966999999999,1,1,
seidel-2d,wasm-jit,12,10835.563,1,1,
seidel-2d,wasm-jit,13,10849.748,1,1,
seidel-2d,wasm-jit,14,10797.738000000001,1,1,
seidel-2d,wasm-jit,15,10779.083999999999,1,1,
seidel-2d,wasm-jit,16,10936.007,1,1,
seidel-2d,wasm-jit,17,10864.618,1,1,
seidel-2d,wasm-jit,18,10827.328,1,1,
seidel-2d,wasm-jit,19,10847.782000000001,1,1,
seidel-2d,wasm-jit,20,10809.882,1,1,
seidel-2d,wasm-jit,21,10790.012,1,1,
seidel-2d,wasm-jit,22,10893.21,1,1,
seidel-2d,wasm-jit,23,10790.603000000001,1,1,
seidel-2d,wasm-jit,24,10815.225,1,1,
seidel-2d,wasm-jit,25,10764.851,1,1,
seidel-2d,wasm-jit,26,10742.405,1,1,
seidel-2d,wasm-jit,27,10919.644999999999,1,1,
seidel-2d,wasm-jit,28,10904.467,1,1,
seidel-2d,wasm-jit,29,10854.476999999999,1,1,
seidel-2d,wasm-jit,30,10926.959,1,1,
seidel-2d,wasm-aot,1,10995.011999999999,1,1,
seidel-2d,wasm-aot,2,10874.169,1,1,
seidel-2d,wasm-aot,3,10841.182,1,1,
seidel-2d,wasm-aot,4,10823.34,1,1,
seidel-2d,wasm-aot,5,10796.98,1,1,
seidel-2d,wasm-aot,6,10940.543,1,1,
seidel-2d,wasm-aot,7,10863.758,1,1,
seidel-2d,wasm-aot,8,10814.389000000001,1,1,
seidel-2d,wasm-aot,9,10882.698,1,1,
seidel-2d,wasm-aot,10,10774.643,1,1,
seidel-2d,wasm-aot,11,10736.417,1,1,
seidel-2d,wasm-aot,12,10921.051,1,1,
seidel-2d,wasm-aot,13,10781.789,1,1,
seidel-2d,wasm-aot,14,10824.265000000001,1,1,
seidel-2d,wasm-aot,15,10847.55,1,1,
seidel-2d,wasm-aot,16,10717.813,1,1,
seidel-2d,wasm-aot,17,10879.567,1,1,
seidel-2d,wasm-aot,18,10874.96,1,1,
seidel-2d,wasm-aot,19,10802.934000000001,1,1,
seidel-2d,wasm-aot,20,10815.799,1,1,
seidel-2d,wasm-aot,21,10756.28,1,1,
seidel-2d,wasm-aot,22,10770.187,1,1,
seidel-2d,wasm-aot,23,10808.342,1,1,
seidel-2d,wasm-aot,24,10795.792000000001,1,1,
seidel-2d,wasm-aot,25,10771.82,1,1,
seidel-2d,wasm-aot,26,10796.853000000001,1,1,
seidel-2d,wasm-aot,27,10720.252,1,1,
seidel-2d,wasm-aot,28,10861.364,1,1,
seidel-2d,wasm-aot,29,10929.188,1,1,
seidel-2d,wasm-aot,30,10882.089,1,1,
symm,native,1,1030.6,1,1,
symm,native,2,1178.296,1,1,
symm,native,3,1014.621,1,1,
symm,native,4,972.726,1,1,
symm,native,5,1101.494,1,1,
symm,native,6,1140.486,1,1,
symm,native,7,1008.1089999999999,1,1,
symm,native,8,1065.696,1,1,
symm,native,9,988.9970000000001,1,1,
symm,native,10,1047.239,1,1,
symm,native,11,1051.759,1,1,
symm,native,12,1170.161,1,1,
symm,native,13,1055.8970000000002,1,1,
symm,native,14,1041.83,1,1,
symm,native,15,955.461,1,1,
symm,native,16,1079.84,1,1,
symm,native,17,1051.691,1,1,
symm,native,18,1024.0629999999999,1,1,
symm,native,19,1011.3870000000001,1,1,
symm,native,20,1219.424,1,1,
symm,native,21,1123.3999999999999,1,1,
symm,native,22,1072.325,1,1,
symm,native,23,1021.3239999999998,1,1,
symm,native,24,1096.203,1,1,
symm,native,25,966.8449999999999,1,1,
symm,native,26,986.582,1,1,
symm,native,27,994.078,1,1,
symm,native,28,1007.512,1,1,
symm,native,29,1005.5169999999999,1,1,
symm,native,30,1146.0410000000002,1,1,
symm,wasm-jit,1,1028.348,1,1,
symm,wasm-jit,2,1049.609,1,1,
symm,wasm-jit,3,1035.4969999999998,1,1,
symm,wasm-jit,4,1062.376,1,1,
symm,wasm-jit,5,1077.611,1,1,
symm,wasm-jit,6,1041.296,1,1,
symm,wasm-jit,7,1031.42,1,1,
symm,wasm-jit,8,1063.765,1,1,
symm,wasm-jit,9,1037.664,1,1,
symm,wasm-jit,10,1036.648,1,1,
symm,wasm-jit,11,1035.0520000000001,1,1,
symm,wasm-jit,12,1034.301,1,1,
symm,wasm-jit,13,1025.4840000000002,1,1,
symm,wasm-jit,14,1032.8870000000002,1,1,
symm,wasm-jit,15,1043.8890000000001,1,1,
symm,wasm-jit,16,1039.23,1,1,
symm,wasm-jit,17,1063.44,1,1,
symm,wasm-jit,18,1070.176,1,1,
symm,wasm-jit,19,1023.7560000000001,1,1,
symm,wasm-jit,20,1069.409,1,1,
symm,wasm-jit,21,1029.513,1,1,
symm,wasm-jit,22,1048.891,1,1,
symm,wasm-jit,23,1048.99,1,1,
symm,wasm-jit,24,1063.4650000000001,1,1,
symm,wasm-jit,25,1018.13,1,1,
symm,wasm-jit,26,1055.304,1,1,
symm,wasm-jit,27,1031.843,1,1,
symm,wasm-jit,28,1055.788,1,1,
symm,wasm-jit,29,1038.279,1,1,
symm,wasm-jit,30,1044.374,1,1,
symm,wasm-aot,1,1041.498,1,1,
symm,wasm-aot,2,1040.16,1,1,
symm,wasm-aot,3,1022.8340000000001,1,1,
symm,wasm-aot,4,1049.655,1,1,
symm,wasm-aot,5,1035.509,1,1,
symm,wasm-aot,6,1021.0500000000001,1,1,
symm,wasm-aot,7,1025.28,1,1,
symm,wasm-aot,8,1032.136,1,1,
symm,wasm-aot,9,1034.367,1,1,
symm,wasm-aot,10,1029.232,1,1,
symm,wasm-aot,11,1030.2359999999999,1,1,
symm,wasm-aot,12,1020.953,1,1,
symm,wasm-aot,13,1044.6599999999999,1,1,
symm,wasm-aot,14,1012.251,1,1,
symm,wasm-aot,15,1157.667,1,1,
symm,wasm-aot,16,1172.986,1,1,
symm,wasm-aot,17,1080.325,1,1,
symm,wasm-aot,18,1009.527,1,1,
symm,wasm-aot,19,1021.2509999999999,1,1,
symm,wasm-aot,20,1024.21,1,1,
symm,wasm-aot,21,1046.992,1,1,
symm,wasm-aot,22,1038.41,1,1,
symm,wasm-aot,23,1073.5600000000002,1,1,
symm,wasm-aot,24,1054.983,1,1,
symm,wasm-aot,25,1055.1770000000001,1,1,
symm,wasm-aot,26,1037.414,1,1,
symm,wasm-aot,27,1063.65,1,1,
symm,wasm-aot,28,1060.343,1,1,
symm,wasm-aot,29,1045.58,1,1,
symm,wasm-aot,30,1054.369,1,1,
syr2k,native,1,2076.711,1,1,
syr2k,native,2,2667.7909999999997,1,1,
syr2k,native,3,2486.607,1,1,
syr2k,native,4,2378.454,1,1,
syr2k,native,5,2728.107,1,1,
syr2k,native,6,2426.081,1,1,
syr2k,native,7,2771.9390000000003,1,1,
syr2k,native,8,2695.5429999999997,1,1,
syr2k,native,9,2752.649,1,1,
syr2k,native,10,2605.7610000000004,1,1,
syr2k,native,11,2575.2709999999997,1,1,
syr2k,native,12,2635.9629999999997,1,1,
syr2k,native,13,2710.806,1,1,
syr2k,native,14,2260.1800000000003,1,1,
syr2k,native,15,2306.422,1,1,
syr2k,native,16,2679.625,1,1,
syr2k,native,17,2367.1380000000004,1,1,
syr2k,native,18,2623.484,1,1,
syr2k,native,19,2564.07,1,1,
syr2k,native,20,2123.905,1,1,
syr2k,native,21,2765.4990000000003,1,1,
syr2k,native,22,2126.876,1,1,
syr2k,native,23,2224.626,1,1,
syr2k,native,24,2233.6969999999997,1,1,
syr2k,native,25,2158.732,1,1,
syr2k,native,26,2397.417,1,1,
syr2k,native,27,2679.194,1,1,
syr2k,native,28,2628.269,1,1,
syr2k,native,29,2660.666,1,1,
syr2k,native,30,2280.168,1,1,
syr2k,wasm-jit,1,2032.85,1,1,
syr2k,wasm-jit,2,2076.677,1,1,
syr2k,wasm-jit,3,2073.478,1,1,
syr2k,wasm-jit,4,2051.8269999999998,1,1,
syr2k,wasm-jit,5,2058.563,1,1,
syr2k,wasm-jit,6,2079.6899999999996,1,1,
syr2k,wasm-jit,7,2007.4040000000002,1,1,
syr2k,wasm-jit,8,1995.732,1,1,
syr2k,wasm-jit,9,2069.754,1,1,
syr2k,wasm-jit,10,2005.4630000000002,1,1,
syr2k,wasm-jit,11,2050.745,1,1,
syr2k,wasm-jit,12,2111.243,1,1,
syr2k,wasm-jit,13,2198.0029999999997,1,1,
syr2k,wasm-jit,14,2165.14,1,1,
syr2k,wasm-jit,15,2108.412,1,1,
syr2k,wasm-jit,16,2127.0,1,1,
syr2k,wasm-jit,17,2073.643,1,1,
syr2k,wasm-jit,18,2158.929,1,1,
syr2k,wasm-jit,19,2121.6400000000003,1,1,
syr2k,wasm-jit,20,2095.897,1,1,
syr2k,wasm-jit,21,2131.219,1,1,
syr2k,wasm-jit,22,2155.192,1,1,
syr2k,wasm-jit,23,2130.554,1,1,
syr2k,wasm-jit,24,2109.587,1,1,
syr2k,wasm-jit,25,2362.349,1,1,
syr2k,wasm-jit,26,2129.886,1,1,
syr2k,wasm-jit,27,2043.429,1,1,
syr2k,wasm-jit,28,2035.6260000000002,1,1,
syr2k,wasm-jit,29,2001.7779999999998,1,1,
syr2k,wasm-jit,30,2036.006,1,1,
syr2k,wasm-aot,1,2042.3300000000002,1,1,
syr2k,wasm-aot,2,2038.9599999999998,1,1,
syr2k,wasm-aot,3,2045.9809999999998,1,1,
syr2k,wasm-aot,4,2042.687,1,1,
syr2k,wasm-aot,5,2084.7540000000004,1,1,
syr2k,wasm-aot,6,2045.741,1,1,
syr2k,wasm-aot,7,2023.781,1,1,
syr2k,wasm-aot,8,2067.805,1,1,
syr2k,wasm-aot,9,2090.246,1,1,
syr2k,wasm-aot,10,2239.679,1,1,
syr2k,wasm-aot,11,2114.508,1,1,
syr2k,wasm-aot,12,2070.431,1,1,
syr2k,wasm-aot,13,2081.632,1,1,
syr2k,wasm-aot,14,2033.597,1,1,
syr2k,wasm-aot,15,2088.893,1,1,
syr2k,wasm-aot,16,2039.1249999999998,1,1,
syr2k,wasm-aot,17,2079.58,1,1,
syr2k,wasm-aot,18,2031.346,1,1,
syr2k,wasm-aot,19,2095.416,1,1,
syr2k,wasm-aot,20,2092.187,1,1,
syr2k,wasm-aot,21,2081.863,1,1,
syr2k,wasm-aot,22,2108.1279999999997,1,1,
syr2k,wasm-aot,23,2024.7039999999997,1,1,
syr2k,wasm-aot,24,2077.174,1,1,
syr2k,wasm-aot,25,2061.9649999999997,1,1,
syr2k,wasm-aot,26,2075.39,1,1,
syr2k,wasm-aot,27,2064.691,1,1,
syr2k,wasm-aot,28,2020.162,1,1,
syr2k,wasm-aot,29,2079.676,1,1,
syr2k,wasm-aot,30,2100.794,1,1,
syrk,native,1,303.459,1,1,
syrk,native,2,324.881,1,1,
syrk,native,3,306.955,1,1,
syrk,native,4,307.439,1,1,
syrk,native,5,308.459,1,1,
syrk,native,6,309.015,1,1,
syrk,native,7,338.901,1,1,
syrk,native,8,340.766,1,1,
syrk,native,9,318.77299999999997,1,1,
syrk,native,10,327.963,1,1,
syrk,native,11,304.497,1,1,
syrk,native,12,296.81600000000003,1,1,
