program,runtime,run_index,internal_ms,parsed_ok,ok,error
covariance,native,11,4644.621,1,1,
covariance,native,12,4635.791,1,1,
covariance,native,13,4684.456,1,1,
covariance,native,14,4632.954,1,1,
covariance,native,15,4721.955,1,1,
covariance,native,16,4643.552,1,1,
covariance,native,17,4613.717000000001,1,1,
covariance,native,18,4722.702,1,1,
covariance,native,19,4671.76,1,1,
covariance,native,20,4656.791,1,1,
covariance,native,21,4742.216,1,1,
covariance,native,22,4781.49,1,1,
covariance,native,23,4711.381,1,1,
covariance,native,24,4709.240000000001,1,1,
covariance,native,25,4607.677,1,1,
covariance,native,26,4592.017,1,1,
covariance,native,27,4712.314,1,1,
covariance,native,28,4595.854,1,1,
covariance,native,29,4636.725,1,1,
covariance,native,30,4734.491,1,1,
covariance,wasm-jit,1,4666.976,1,1,
covariance,wasm-jit,2,4709.124,1,1,
covariance,wasm-jit,3,4752.511,1,1,
covariance,wasm-jit,4,4705.156,1,1,
covariance,wasm-jit,5,4677.916,1,1,
covariance,wasm-jit,6,4741.990000000001,1,1,
covariance,wasm-jit,7,4616.763,1,1,
covariance,wasm-jit,8,4743.2480000000005,1,1,
covariance,wasm-jit,9,4638.864,1,1,
covariance,wasm-jit,10,4687.798,1,1,
covariance,wasm-jit,11,4706.6140000000005,1,1,
covariance,wasm-jit,12,4758.683999999999,1,1,
covariance,wasm-jit,13,4569.855,1,1,
covariance,wasm-jit,14,4769.378,1,1,
covariance,wasm-jit,15,4679.7570000000005,1,1,
covariance,wasm-jit,16,4778.651,1,1,
covariance,wasm-jit,17,4686.179,1,1,
covariance,wasm-jit,18,4690.276,1,1,
covariance,wasm-jit,19,4564.744,1,1,
covariance,wasm-jit,20,4560.398,1,1,
covariance,wasm-jit,21,4547.983,1,1,
covariance,wasm-jit,22,4479.044,1,1,
covariance,wasm-jit,23,4578.4039999999995,1,1,
covariance,wasm-jit,24,4526.397,1,1,
covariance,wasm-jit,25,4566.941,1,1,
covariance,wasm-jit,26,4588.336,1,1,
covariance,wasm-jit,27,4572.593000000001,1,1,
covariance,wasm-jit,28,4749.076999999999,1,1,
covariance,wasm-jit,29,4796.178,1,1,
covariance,wasm-jit,30,4939.875,1,1,
covariance,wasm-aot,1,4584.846,1,1,
covariance,wasm-aot,2,4570.763999999999,1,1,
covariance,wasm-aot,3,4723.710999999999,1,1,
covariance,wasm-aot,4,4587.909,1,1,
covariance,wasm-aot,5,4539.7480000000005,1,1,
covariance,wasm-aot,6,4554.545,1,1,
covariance,wasm-aot,7,4695.027999999999,1,1,
covariance,wasm-aot,8,4616.61,1,1,
covariance,wasm-aot,9,4727.196,1,1,
covariance,wasm-aot,10,4632.794,1,1,
covariance,wasm-aot,11,4633.968000000001,1,1,
covariance,wasm-aot,12,4533.057000000001,1,1,
covariance,wasm-aot,13,4606.733,1,1,
covariance,wasm-aot,14,4509.336,1,1,
covariance,wasm-aot,15,4497.981000000001,1,1,
covariance,wasm-aot,16,4616.928,1,1,
covariance,wasm-aot,17,4558.355,1,1,
covariance,wasm-aot,18,4576.894,1,1,
covariance,wasm-aot,19,4594.706,1,1,
covariance,wasm-aot,20,4696.256,1,1,
covariance,wasm-aot,21,4561.263,1,1,
covariance,wasm-aot,22,4674.3009999999995,1,1,
covariance,wasm-aot,23,4650.523999999999,1,1,
covariance,wasm-aot,24,4717.419,1,1,
covariance,wasm-aot,25,4512.082,1,1,
covariance,wasm-aot,26,4557.219,1,1,
covariance,wasm-aot,27,4660.968000000001,1,1,
covariance,wasm-aot,28,4556.4130000000005,1,1,
covariance,wasm-aot,29,4569.633,1,1,
covariance,wasm-aot,30,4597.645,1,1,
deriche,native,1,181.034,1,1,
deriche,native,2,181.38299999999998,1,1,
deriche,native,3,179.291,1,1,
deriche,native,4,182.91199999999998,1,1,
deriche,native,5,186.327,1,1,
deriche,native,6,180.249,1,1,
deriche,native,7,180.786,1,1,
deriche,native,8,179.558,1,1,
deriche,native,9,178.678,1,1,
deriche,native,10,179.201,1,1,
deriche,native,11,182.691,1,1,
deriche,native,12,178.298,1,1,
deriche,native,13,178.869,1,1,
deriche,native,14,178.393,1,1,
deriche,native,15,181.583,1,1,
deriche,native,16,177.651,1,1,
deriche,native,17,183.858,1,1,
deriche,native,18,180.0,1,1,
deriche,native,19,179.655,1,1,
deriche,native,20,180.298,1,1,
deriche,native,21,179.533,1,1,
deriche,native,22,179.07600000000002,1,1,
deriche,native,23,179.91,1,1,
deriche,native,24,180.57999999999998,1,1,
deriche,native,25,179.65,1,1,
deriche,native,26,181.895,1,1,
deriche,native,27,179.57,1,1,
deriche,native,28,179.26500000000001,1,1,
deriche,native,29,179.084,1,1,
deriche,native,30,182.414,1,1,
deriche,wasm-jit,1,177.989,1,1,
deriche,wasm-jit,2,179.99699999999999,1,1,
deriche,wasm-jit,3,178.868,1,1,
deriche,wasm-jit,4,178.862,1,1,
deriche,wasm-jit,5,177.778,1,1,
deriche,wasm-jit,6,178.018,1,1,
deriche,wasm-jit,7,180.975,1,1,
deriche,wasm-jit,8,182.245,1,1,
deriche,wasm-jit,9,179.43,1,1,
deriche,wasm-jit,10,177.587,1,1,
deriche,wasm-jit,11,178.157,1,1,
deriche,wasm-jit,12,178.65300000000002,1,1,
deriche,wasm-jit,13,178.941,1,1,
deriche,wasm-jit,14,177.476,1,1,
deriche,wasm-jit,15,179.801,1,1,
deriche,wasm-jit,16,179.477,1,1,
deriche,wasm-jit,17,181.583,1,1,
deriche,wasm-jit,18,179.28900000000002,1,1,
deriche,wasm-jit,19,178.72199999999998,1,1,
deriche,wasm-jit,20,180.504,1,1,
deriche,wasm-jit,21,179.65200000000002,1,1,
deriche,wasm-jit,22,178.93300000000002,1,1,
deriche,wasm-jit,23,178.845,1,1,
deriche,wasm-jit,24,175.435,1,1,
deriche,wasm-jit,25,179.91,1,1,
deriche,wasm-jit,26,177.547,1,1,
deriche,wasm-jit,27,179.88299999999998,1,1,
deriche,wasm-jit,28,179.835,1,1,
deriche,wasm-jit,29,177.313,1,1,
deriche,wasm-jit,30,179.584,1,1,
deriche,wasm-aot,1,180.29999999999998,1,1,
deriche,wasm-aot,2,177.448,1,1,
deriche,wasm-aot,3,179.388,1,1,
deriche,wasm-aot,4,178.707,1,1,
deriche,wasm-aot,5,179.34900000000002,1,1,
deriche,wasm-aot,6,179.733,1,1,
deriche,wasm-aot,7,176.787,1,1,
deriche,wasm-aot,8,178.918,1,1,
deriche,wasm-aot,9,182.23700000000002,1,1,
deriche,wasm-aot,10,180.316,1,1,
deriche,wasm-aot,11,179.681,1,1,
deriche,wasm-aot,12,180.243,1,1,
deriche,wasm-aot,13,179.12800000000001,1,1,
deriche,wasm-aot,14,176.922,1,1,
deriche,wasm-aot,15,178.926,1,1,
deriche,wasm-aot,16,180.71200000000002,1,1,
deriche,wasm-aot,17,180.619,1,1,
deriche,wasm-aot,18,181.559,1,1,
deriche,wasm-aot,19,180.241,1,1,
deriche,wasm-aot,20,181.874,1,1,
deriche,wasm-aot,21,178.543,1,1,
deriche,wasm-aot,22,181.108,1,1,
deriche,wasm-aot,23,177.614,1,1,
deriche,wasm-aot,24,179.7,1,1,
deriche,wasm-aot,25,180.47299999999998,1,1,
deriche,wasm-aot,26,179.21699999999998,1,1,
deriche,wasm-aot,27,180.027,1,1,
deriche,wasm-aot,28,178.672,1,1,
deriche,wasm-aot,29,177.763,1,1,
deriche,wasm-aot,30,180.46699999999998,1,1,
doitgen,native,1,184.812,1,1,
doitgen,native,2,183.655,1,1,
doitgen,native,3,185.696,1,1,
doitgen,native,4,188.232,1,1,
doitgen,native,5,197.041,1,1,
doitgen,native,6,183.612,1,1,
doitgen,native,7,188.606,1,1,
doitgen,native,8,185.248,1,1,
doitgen,native,9,184.34900000000002,1,1,
doitgen,native,10,185.113,1,1,
doitgen,native,11,186.60299999999998,1,1,
doitgen,native,12,184.704,1,1,
doitgen,native,13,186.137,1,1,
doitgen,native,14,184.38299999999998,1,1,
doitgen,native,15,185.24599999999998,1,1,
doitgen,native,16,184.929,1,1,
doitgen,native,17,184.65699999999998,1,1,
doitgen,native,18,185.17,1,1,
doitgen,native,19,185.48000000000002,1,1,
doitgen,native,20,184.595,1,1,
doitgen,native,21,185.114,1,1,
doitgen,native,22,187.296,1,1,
doitgen,native,23,185.367,1,1,
doitgen,native,24,183.336,1,1,
doitgen,native,25,186.359,1,1,
doitgen,native,26,184.988,1,1,
doitgen,native,27,184.587,1,1,
doitgen,native,28,185.145,1,1,
doitgen,native,29,188.449,1,1,
doitgen,native,30,184.384,1,1,
doitgen,wasm-jit,1,219.19,1,1,
doitgen,wasm-jit,2,225.682,1,1,
doitgen,wasm-jit,3,220.688,1,1,
doitgen,wasm-jit,4,222.521,1,1,
doitgen,wasm-jit,5,223.70999999999998,1,1,
doitgen,wasm-jit,6,224.728,1,1,
doitgen,wasm-jit,7,223.789,1,1,
doitgen,wasm-jit,8,229.838,1,1,
doitgen,wasm-jit,9,229.346,1,1,
doitgen,wasm-jit,10,221.661,1,1,
doitgen,wasm-jit,11,225.61,1,1,
doitgen,wasm-jit,12,225.17000000000002,1,1,
doitgen,wasm-jit,13,224.362,1,1,
doitgen,wasm-jit,14,222.576,1,1,
doitgen,wasm-jit,15,224.304,1,1,
doitgen,wasm-jit,16,227.696,1,1,
doitgen,wasm-jit,17,220.12599999999998,1,1,
doitgen,wasm-jit,18,220.07299999999998,1,1,
doitgen,wasm-jit,19,222.637,1,1,
doitgen,wasm-jit,20,221.686,1,1,
doitgen,wasm-jit,21,223.70499999999998,1,1,
doitgen,wasm-jit,22,221.602,1,1,
doitgen,wasm-jit,23,221.608,1,1,
doitgen,wasm-jit,24,221.07299999999998,1,1,
doitgen,wasm-jit,25,222.18699999999998,1,1,
doitgen,wasm-jit,26,225.631,1,1,
doitgen,wasm-jit,27,225.608,1,1,
doitgen,wasm-jit,28,221.706,1,1,
doitgen,wasm-jit,29,222.012,1,1,
doitgen,wasm-jit,30,223.89600000000002,1,1,
doitgen,wasm-aot,1,221.345,1,1,
doitgen,wasm-aot,2,224.174,1,1,
doitgen,wasm-aot,3,222.207,1,1,
doitgen,wasm-aot,4,221.528,1,1,
doitgen,wasm-aot,5,219.705,1,1,
doitgen,wasm-aot,6,221.67899999999997,1,1,
doitgen,wasm-aot,7,224.278,1,1,
doitgen,wasm-aot,8,218.689,1,1,
doitgen,wasm-aot,9,220.41,1,1,
doitgen,wasm-aot,10,223.335,1,1,
doitgen,wasm-aot,11,221.49699999999999,1,1,
doitgen,wasm-aot,12,217.756,1,1,
doitgen,wasm-aot,13,220.199,1,1,
doitgen,wasm-aot,14,220.977,1,1,
doitgen,wasm-aot,15,221.194,1,1,
doitgen,wasm-aot,16,219.361,1,1,
doitgen,wasm-aot,17,225.595,1,1,
doitgen,wasm-aot,18,222.999,1,1,
doitgen,wasm-aot,19,220.705,1,1,
doitgen,wasm-aot,20,224.12099999999998,1,1,
doitgen,wasm-aot,21,224.506,1,1,
doitgen,wasm-aot,22,221.50400000000002,1,1,
doitgen,wasm-aot,23,221.577,1,1,
doitgen,wasm-aot,24,218.328,1,1,
doitgen,wasm-aot,25,221.47400000000002,1,1,
doitgen,wasm-aot,26,220.994,1,1,
doitgen,wasm-aot,27,220.311,1,1,
doitgen,wasm-aot,28,221.31,1,1,
doitgen,wasm-aot,29,220.482,1,1,
doitgen,wasm-aot,30,219.962,1,1,
durbin,native,1,1.198,1,1,
durbin,native,2,1.167,1,1,
durbin,native,3,1.168,1,1,
durbin,native,4,1.175,1,1,
durbin,native,5,1.239,1,1,
durbin,native,6,1.2149999999999999,1,1,
durbin,native,7,1.171,1,1,
durbin,native,8,1.253,1,1,
durbin,native,9,1.1800000000000002,1,1,
durbin,native,10,1.1440000000000001,1,1,
durbin,native,11,1.161,1,1,
durbin,native,12,1.171,1,1,
durbin,native,13,1.173,1,1,
durbin,native,14,1.218,1,1,
durbin,native,15,1.193,1,1,
durbin,native,16,1.282,1,1,
durbin,native,17,1.159,1,1,
durbin,native,18,1.171,1,1,
durbin,native,19,1.178,1,1,
durbin,native,20,1.185,1,1,
durbin,native,21,1.218,1,1,
durbin,native,22,1.193,1,1,
durbin,native,23,1.156,1,1,
durbin,native,24,1.188,1,1,
durbin,native,25,1.178,1,1,
durbin,native,26,1.194,1,1,
durbin,native,27,1.247,1,1,
durbin,native,28,1.138,1,1,
durbin,native,29,1.173,1,1,
durbin,native,30,1.1820000000000002,1,1,
durbin,wasm-jit,1,1.712,1,1,
durbin,wasm-jit,2,1.709,1,1,
durbin,wasm-jit,3,1.849,1,1,
durbin,wasm-jit,4,1.7630000000000001,1,1,
durbin,wasm-jit,5,1.8550000000000002,1,1,
durbin,wasm-jit,6,1.829,1,1,
durbin,wasm-jit,7,1.7550000000000001,1,1,
durbin,wasm-jit,8,1.7149999999999999,1,1,
durbin,wasm-jit,9,1.788,1,1,
durbin,wasm-jit,10,1.779,1,1,
durbin,wasm-jit,11,1.766,1,1,
durbin,wasm-jit,12,1.719,1,1,
durbin,wasm-jit,13,1.829,1,1,
durbin,wasm-jit,14,1.745,1,1,
durbin,wasm-jit,15,1.719,1,1,
durbin,wasm-jit,16,1.709,1,1,
durbin,wasm-jit,17,1.709,1,1,
durbin,wasm-jit,18,1.712,1,1,
durbin,wasm-jit,19,1.739,1,1,
durbin,wasm-jit,20,1.788,1,1,
durbin,wasm-jit,21,1.7309999999999999,1,1,
durbin,wasm-jit,22,1.747,1,1,
durbin,wasm-jit,23,1.751,1,1,
durbin,wasm-jit,24,1.789,1,1,
durbin,wasm-jit,25,1.754,1,1,
durbin,wasm-jit,26,1.712,1,1,
durbin,wasm-jit,27,1.7550000000000001,1,1,
durbin,wasm-jit,28,1.839,1,1,
durbin,wasm-jit,29,1.8090000000000002,1,1,
durbin,wasm-jit,30,1.722,1,1,
durbin,wasm-aot,1,1.769,1,1,
durbin,wasm-aot,2,1.823,1,1,
durbin,wasm-aot,3,1.771,1,1,
durbin,wasm-aot,4,1.735,1,1,
durbin,wasm-aot,5,1.738,1,1,
durbin,wasm-aot,6,1.7489999999999999,1,1,
durbin,wasm-aot,7,1.748,1,1,
durbin,wasm-aot,8,1.811,1,1,
durbin,wasm-aot,9,1.717,1,1,
durbin,wasm-aot,10,1.712,1,1,
durbin,wasm-aot,11,1.756,1,1,
durbin,wasm-aot,12,1.771,1,1,
durbin,wasm-aot,13,1.729,1,1,
durbin,wasm-aot,14,1.734,1,1,
durbin,wasm-aot,15,1.768,1,1,
durbin,wasm-aot,16,1.758,1,1,
durbin,wasm-aot,17,1.751,1,1,
durbin,wasm-aot,18,1.777,1,1,
durbin,wasm-aot,19,1.753,1,1,
durbin,wasm-aot,20,1.787,1,1,
durbin,wasm-aot,21,1.7409999999999999,1,1,
durbin,wasm-aot,22,1.871,1,1,
durbin,wasm-aot,23,1.7129999999999999,1,1,
durbin,wasm-aot,24,1.812,1,1,
durbin,wasm-aot,25,1.827,1,1,
durbin,wasm-aot,26,2.184,1,1,
durbin,wasm-aot,27,1.7129999999999999,1,1,
durbin,wasm-aot,28,1.761,1,1,
durbin,wasm-aot,29,1.742,1,1,
durbin,wasm-aot,30,1.7619999999999998,1,1,
fdtd-2d,native,1,917.485,1,1,
fdtd-2d,native,2,902.907,1,1,
fdtd-2d,native,3,875.664,1,1,
fdtd-2d,native,4,912.71,1,1,
fdtd-2d,native,5,896.638,1,1,
fdtd-2d,native,6,906.512,1,1,
fdtd-2d,native,7,909.558,1,1,
fdtd-2d,native,8,905.987,1,1,
fdtd-2d,native,9,919.363,1,1,
fdtd-2d,native,10,874.1320000000001,1,1,
fdtd-2d,native,11,890.845,1,1,
fdtd-2d,native,12,886.0409999999999,1,1,
fdtd-2d,native,13,884.123,1,1,
fdtd-2d,native,14,906.541,1,1,
fdtd-2d,native,15,905.8380000000001,1,1,
fdtd-2d,native,16,892.2379999999999,1,1,
fdtd-2d,native,17,877.885,1,1,
fdtd-2d,native,18,910.122,1,1,
fdtd-2d,native,19,921.804,1,1,
fdtd-2d,native,20,920.768,1,1,
fdtd-2d,native,21,926.219,1,1,
fdtd-2d,native,22,939.587,1,1,
fdtd-2d,native,23,914.177,1,1,
fdtd-2d,native,24,895.466,1,1,
fdtd-2d,native,25,931.55,1,1,
fdtd-2d,native,26,926.346,1,1,
fdtd-2d,native,27,1006.405,1,1,
fdtd-2d,native,28,922.9309999999999,1,1,
fdtd-2d,native,29,917.092,1,1,
fdtd-2d,native,30,927.6410000000001,1,1,
fdtd-2d,wasm-jit,1,1197.036,1,1,
fdtd-2d,wasm-jit,2,1223.816,1,1,
fdtd-2d,wasm-jit,3,1239.609,1,1,
fdtd-2d,wasm-jit,4,1235.133,1,1,
fdtd-2d,wasm-jit,5,1253.2859999999998,1,1,
fdtd-2d,wasm-jit,6,1191.179,1,1,
fdtd-2d,wasm-jit,7,1230.9289999999999,1,1,
fdtd-2d,wasm-jit,8,1217.653,1,1,
fdtd-2d,wasm-jit,9,1222.207,1,1,
fdtd-2d,wasm-jit,10,1211.8329999999999,1,1,
fdtd-2d,wasm-jit,11,1191.4260000000002,1,1,
fdtd-2d,wasm-jit,12,1221.797,1,1,
fdtd-2d,wasm-jit,13,1184.205,1,1,
fdtd-2d,wasm-jit,14,1166.855,1,1,
fdtd-2d,wasm-jit,15,1193.158,1,1,
fdtd-2d,wasm-jit,16,1220.51,1,1,
fdtd-2d,wasm-jit,17,1271.101,1,1,
fdtd-2d,wasm-jit,18,1275.018,1,1,
fdtd-2d,wasm-jit,19,1197.233,1,1,
fdtd-2d,wasm-jit,20,1195.466,1,1,
fdtd-2d,wasm-jit,21,1230.969,1,1,
fdtd-2d,wasm-jit,22,1215.963,1,1,
fdtd-2d,wasm-jit,23,1230.559,1,1,
fdtd-2d,wasm-jit,24,1189.4119999999998,1,1,
fdtd-2d,wasm-jit,25,1201.954,1,1,
fdtd-2d,wasm-jit,26,1202.391,1,1,
fdtd-2d,wasm-jit,27,1202.5829999999999,1,1,
fdtd-2d,wasm-jit,28,1217.282,1,1,
fdtd-2d,wasm-jit,29,1225.6309999999999,1,1,
fdtd-2d,wasm-jit,30,1192.032,1,1,
fdtd-2d,wasm-aot,1,1210.148,1,1,
fdtd-2d,wasm-aot,2,1224.8980000000001,1,1,
fdtd-2d,wasm-aot,3,1202.477,1,1,
fdtd-2d,wasm-aot,4,1198.768,1,1,
fdtd-2d,wasm-aot,5,1219.435,1,1,
fdtd-2d,wasm-aot,6,1180.95,1,1,
fdtd-2d,wasm-aot,7,1235.365,1,1,
fdtd-2d,wasm-aot,8,1215.527,1,1,
fdtd-2d,wasm-aot,9,1211.857,1,1,
fdtd-2d,wasm-aot,10,1193.751,1,1,
fdtd-2d,wasm-aot,11,1213.0590000000002,1,1,
fdtd-2d,wasm-aot,12,1226.6490000000001,1,1,
fdtd-2d,wasm-aot,13,1215.883,1,1,
fdtd-2d,wasm-aot,14,1195.4009999999998,1,1,
fdtd-2d,wasm-aot,15,1205.196,1,1,
fdtd-2d,wasm-aot,16,1234.4969999999998,1,1,
fdtd-2d,wasm-aot,17,1204.971,1,1,
fdtd-2d,wasm-aot,18,1216.999,1,1,
fdtd-2d,wasm-aot,19,1206.987,1,1,
fdtd-2d,wasm-aot,20,1193.165,1,1,
fdtd-2d,wasm-aot,21,1224.032,1,1,
fdtd-2d,wasm-aot,22,1211.196,1,1,
fdtd-2d,wasm-aot,23,1211.215,1,1,
fdtd-2d,wasm-aot,24,1213.7530000000002,1,1,
fdtd-2d,wasm-aot,25,1211.695,1,1,
fdtd-2d,wasm-aot,26,1235.043,1,1,
fdtd-2d,wasm-aot,27,1203.3709999999999,1,1,
fdtd-2d,wasm-aot,28,1246.316,1,1,
fdtd-2d,wasm-aot,29,1212.972,1,1,
fdtd-2d,wasm-aot,30,1198.551,1,1,
floyd-warshall,native,1,6754.8640000000005,1,1,
floyd-warshall,native,2,6762.081,1,1,
floyd-warshall,native,3,6966.322,1,1,
floyd-warshall,native,4,6852.66,1,1,
floyd-warshall,native,5,6862.667,1,1,
floyd-warshall,native,6,6950.085999999999,1,1,
floyd-warshall,native,7,6786.397,1,1,
floyd-warshall,native,8,6774.117,1,1,
floyd-warshall,native,9,7106.6630000000005,1,1,
floyd-warshall,native,10,6848.882,1,1,
floyd-warshall,native,11,6844.234,1,1,
floyd-warshall,native,12,6894.182,1,1,
floyd-warshall,native,13,6862.961,1,1,
floyd-warshall,native,14,6831.733,1,1,
floyd-warshall,native,15,6889.175,1,1,
floyd-warshall,native,16,6777.805,1,1,
floyd-warshall,native,17,6792.637,1,1,
floyd-warshall,native,18,7004.545,1,1,
floyd-warshall,native,19,6767.843,1,1,
floyd-warshall,native,20,6849.147999999999,1,1,
floyd-warshall,native,21,6951.939,1,1,
floyd-warshall,native,22,6956.906,1,1,
floyd-warshall,native,23,6880.801,1,1,
floyd-warshall,native,24,6794.788,1,1,
floyd-warshall,native,25,6823.491,1,1,
floyd-warshall,native,26,6796.926,1,1,
floyd-warshall,native,27,7006.265,1,1,
floyd-warshall,native,28,6795.915,1,1,
floyd-warshall,native,29,6872.268,1,1,
floyd-warshall,native,30,6791.134999999999,1,1,
floyd-warshall,wasm-jit,1,8449.925000000001,1,1,
floyd-warshall,wasm-jit,2,8535.424,1,1,
floyd-warshall,wasm-jit,3,8780.527,1,1,
floyd-warshall,wasm-jit,4,8691.981,1,1,
floyd-warshall,wasm-jit,5,8778.231,1,1,
floyd-warshall,wasm-jit,6,8796.476,1,1,
floyd-warshall,wasm-jit,7,8915.828,1,1,
floyd-warshall,wasm-jit,8,8691.091999999999,1,1,
floyd-warshall,wasm-jit,9,8627.374,1,1,
floyd-warshall,wasm-jit,10,8657.741,1,1,
floyd-warshall,wasm-jit,11,8588.984,1,1,
floyd-warshall,wasm-jit,12,8758.618,1,1,
floyd-warshall,wasm-jit,13,8769.776,1,1,
floyd-warshall,wasm-jit,14,8742.756,1,1,
floyd-warshall,wasm-jit,15,8583.926,1,1,
floyd-warshall,wasm-jit,16,8512.551,1,1,
floyd-warshall,wasm-jit,17,8584.982,1,1,
floyd-warshall,wasm-jit,18,8620.041000000001,1,1,
floyd-warshall,wasm-jit,19,8763.776,1,1,
floyd-warshall,wasm-jit,20,8630.784,1,1,
floyd-warshall,wasm-jit,21,8594.844000000001,1,1,
floyd-warshall,wasm-jit,22,8560.503999999999,1,1,
floyd-warshall,wasm-jit,23,8633.712,1,1,
floyd-warshall,wasm-jit,24,8611.678,1,1,
floyd-warshall,wasm-jit,25,8712.598,1,1,
floyd-warshall,wasm-jit,26,8610.172999999999,1,1,
floyd-warshall,wasm-jit,27,8689.04,1,1,
floyd-warshall,wasm-jit,28,8605.187000000002,1,1,
floyd-warshall,wasm-jit,29,8556.51,1,1,
floyd-warshall,wasm-jit,30,8553.089999999998,1,1,
floyd-warshall,wasm-aot,1,8713.039,1,1,
floyd-warshall,wasm-aot,2,8611.901,1,1,
floyd-warshall,wasm-aot,3,8550.516,1,1,
floyd-warshall,wasm-aot,4,8669.046,1,1,
floyd-warshall,wasm-aot,5,8617.592,1,1,
floyd-warshall,wasm-aot,6,8567.837000000001,1,1,
floyd-warshall,wasm-aot,7,8721.386,1,1,
floyd-warshall,wasm-aot,8,8613.694000000001,1,1,
floyd-warshall,wasm-aot,9,8591.447,1,1,
floyd-warshall,wasm-aot,10,8673.222000000002,1,1,
floyd-warshall,wasm-aot,11,8565.144999999999,1,1,
floyd-warshall,wasm-aot,12,8518.627999999999,1,1,
floyd-warshall,wasm-aot,13,8512.454,1,1,
floyd-warshall,wasm-aot,14,8664.129,1,1,
floyd-warshall,wasm-aot,15,8757.313,1,1,
floyd-warshall,wasm-aot,16,8791.627,1,1,
floyd-warshall,wasm-aot,17,8658.969000000001,1,1,
floyd-warshall,wasm-aot,18,8734.999,1,1,
floyd-warshall,wasm-aot,19,8617.809,1,1,
floyd-warshall,wasm-aot,20,8653.965,1,1,
floyd-warshall,wasm-aot,21,8684.976,1,1,
floyd-warshall,wasm-aot,22,8781.545,1,1,
floyd-warshall,wasm-aot,23,8703.703000000001,1,1,
floyd-warshall,wasm-aot,24,8634.629,1,1,
floyd-warshall,wasm-aot,25,8569.567,1,1,
floyd-warshall,wasm-aot,26,8648.569,1,1,
floyd-warshall,wasm-aot,27,8637.668,1,1,
floyd-warshall,wasm-aot,28,9147.584,1,1,
floyd-warshall,wasm-aot,29,8246.559,1,1,
floyd-warshall,wasm-aot,30,8569.714,1,1,
gemm,native,1,219.022,1,1,
gemm,native,2,210.436,1,1,
gemm,native,3,216.75300000000001,1,1,
gemm,native,4,221.72400000000002,1,1,
gemm,native,5,214.695,1,1,
gemm,native,6,224.486,1,1,
gemm,native,7,206.69899999999998,1,1,
gemm,native,8,207.093,1,1,
gemm,native,9,210.481,1,1,
gemm,native,10,206.56199999999998,1,1,
gemm,native,11,210.494,1,1,
gemm,native,12,207.786,1,1,
gemm,native,13,208.504,1,1,
gemm,native,14,206.84,1,1,
gemm,native,15,208.5,1,1,
gemm,native,16,208.411,1,1,
gemm,native,17,202.034,1,1,
gemm,native,18,202.482,1,1,
gemm,native,19,206.261,1,1,
gemm,native,20,203.922,1,1,
gemm,native,21,223.594,1,1,
gemm,native,22,209.292,1,1,
gemm,native,23,203.928,1,1,
gemm,native,24,208.28900000000002,1,1,
gemm,native,25,207.29600000000002,1,1,
gemm,native,26,208.344,1,1,
gemm,native,27,206.65900000000002,1,1,
gemm,native,28,220.26000000000002,1,1,
gemm,native,29,205.481,1,1,
gemm,native,30,213.95600000000002,1,1,
gemm,wasm-jit,1,703.964,1,1,
gemm,wasm-jit,2,712.825,1,1,
gemm,wasm-jit,3,716.456,1,1,
gemm,wasm-jit,4,708.0260000000001,1,1,
gemm,wasm-jit,5,710.0379999999999,1,1,
gemm,wasm-jit,6,710.827,1,1,
gemm,wasm-jit,7,704.967,1,1,
gemm,wasm-jit,8,706.684,1,1,
gemm,wasm-jit,9,707.897,1,1,
gemm,wasm-jit,10,696.0600000000001,1,1,
gemm,wasm-jit,11,705.6289999999999,1,1,
gemm,wasm-jit,12,707.0699999999999,1,1,
gemm,wasm-jit,13,704.681,1,1,
gemm,wasm-jit,14,708.57,1,1,
gemm,wasm-jit,15,693.1460000000001,1,1,
gemm,wasm-jit,16,706.896,1,1,
gemm,wasm-jit,17,701.309,1,1,
gemm,wasm-jit,18,709.288,1,1,
gemm,wasm-jit,19,702.393,1,1,
gemm,wasm-jit,20,701.438,1,1,
gemm,wasm-jit,21,704.5630000000001,1,1,
gemm,wasm-jit,22,703.7919999999999,1,1,
gemm,wasm-jit,23,708.7900000000001,1,1,
gemm,wasm-jit,24,700.7139999999999,1,1,
gemm,wasm-jit,25,705.275,1,1,
gemm,wasm-jit,26,709.406,1,1,
gemm,wasm-jit,27,712.1690000000001,1,1,
gemm,wasm-jit,28,698.135,1,1,
gemm,wasm-jit,29,699.866,1,1,
gemm,wasm-jit,30,709.5409999999999,1,1,
gemm,wasm-aot,1,707.0999999999999,1,1,
gemm,wasm-aot,2,703.8910000000001,1,1,
gemm,wasm-aot,3,709.225,1,1,
gemm,wasm-aot,4,711.759,1,1,
gemm,wasm-aot,5,705.74,1,1,
gemm,wasm-aot,6,702.5709999999999,1,1,
gemm,wasm-aot,7,705.394,1,1,
gemm,wasm-aot,8,709.167,1,1,
gemm,wasm-aot,9,699.62,1,1,
gemm,wasm-aot,10,707.96,1,1,
gemm,wasm-aot,11,715.3530000000001,1,1,
gemm,wasm-aot,12,707.408,1,1,
gemm,wasm-aot,13,708.9499999999999,1,1,
gemm,wasm-aot,14,713.657,1,1,
gemm,wasm-aot,15,706.858,1,1,
gemm,wasm-aot,16,719.545,1,1,
gemm,wasm-aot,17,710.197,1,1,
gemm,wasm-aot,18,707.178,1,1,
