program,runtime,run_index,internal_ms,ok,error
alloc_small_objects,native,29,0.143085,1,
alloc_small_objects,wasm-jit,29,0.285426,1,
alloc_small_objects,wasm-aot,29,0.286913,1,
alloc_small_objects,native,30,0.13613,1,
alloc_small_objects,wasm-jit,30,0.286664,1,
alloc_small_objects,wasm-aot,30,0.31431,1,
branch_nested,native,1,12.322883,1,
branch_nested,wasm-jit,1,12.23542,1,
branch_nested,wasm-aot,1,12.3997,1,
branch_nested,native,2,13.936301,1,
branch_nested,wasm-jit,2,12.175293,1,
branch_nested,wasm-aot,2,12.33556,1,
branch_nested,native,3,12.650158,1,
branch_nested,wasm-jit,3,12.251458,1,
branch_nested,wasm-aot,3,12.076575,1,
branch_nested,native,4,11.831039,1,
branch_nested,wasm-jit,4,11.935331,1,
branch_nested,wasm-aot,4,11.983652,1,
branch_nested,native,5,12.372624,1,
branch_nested,wasm-jit,5,12.955569,1,
branch_nested,wasm-aot,5,12.362064,1,
branch_nested,native,6,11.437043,1,
branch_nested,wasm-jit,6,12.418666,1,
branch_nested,wasm-aot,6,12.364507,1,
branch_nested,native,7,15.569633,1,
branch_nested,wasm-jit,7,12.675756,1,
branch_nested,wasm-aot,7,12.141415,1,
branch_nested,native,8,13.898031,1,
branch_nested,wasm-jit,8,12.112303,1,
branch_nested,wasm-aot,8,12.486732,1,
branch_nested,native,9,12.377847,1,
branch_nested,wasm-jit,9,12.929889,1,
branch_nested,wasm-aot,9,12.298237,1,
branch_nested,native,10,11.446065,1,
branch_nested,wasm-jit,10,12.263141,1,
branch_nested,wasm-aot,10,12.932432,1,
branch_nested,native,11,11.423431,1,
branch_nested,wasm-jit,11,12.054111,1,
branch_nested,wasm-aot,11,12.252902,1,
branch_nested,native,12,11.459488,1,
branch_nested,wasm-jit,12,12.226555,1,
branch_nested,wasm-aot,12,12.238769,1,
branch_nested,native,13,11.651543,1,
branch_nested,wasm-jit,13,12.406058,1,
branch_nested,wasm-aot,13,12.429098,1,
branch_nested,native,14,14.92785,1,
branch_nested,wasm-jit,14,12.567074,1,
branch_nested,wasm-aot,14,12.928548,1,
branch_nested,native,15,12.343993,1,
branch_nested,wasm-jit,15,12.697233,1,
branch_nested,wasm-aot,15,12.680324,1,
branch_nested,native,16,11.130456,1,
branch_nested,wasm-jit,16,12.522031,1,
branch_nested,wasm-aot,16,12.137594,1,
branch_nested,native,17,11.674002,1,
branch_nested,wasm-jit,17,12.404621,1,
branch_nested,wasm-aot,17,12.726595,1,
branch_nested,native,18,12.414165,1,
branch_nested,wasm-jit,18,12.571102,1,
branch_nested,wasm-aot,18,12.217058,1,
branch_nested,native,19,12.854395,1,
branch_nested,wasm-jit,19,13.536066,1,
branch_nested,wasm-aot,19,12.802321,1,
branch_nested,native,20,12.715149,1,
branch_nested,wasm-jit,20,12.432242,1,
branch_nested,wasm-aot,20,12.356386,1,
branch_nested,native,21,14.110567,1,
branch_nested,wasm-jit,21,12.425515,1,
branch_nested,wasm-aot,21,12.534525,1,
branch_nested,native,22,12.46842,1,
branch_nested,wasm-jit,22,12.209331,1,
branch_nested,wasm-aot,22,12.753798,1,
branch_nested,native,23,11.989971,1,
branch_nested,wasm-jit,23,12.816039,1,
branch_nested,wasm-aot,23,12.221124,1,
branch_nested,native,24,11.69461,1,
branch_nested,wasm-jit,24,12.164253,1,
branch_nested,wasm-aot,24,12.611745,1,
branch_nested,native,25,13.926525,1,
branch_nested,wasm-jit,25,12.133635,1,
branch_nested,wasm-aot,25,12.148883,1,
branch_nested,native,26,12.818709,1,
branch_nested,wasm-jit,26,12.622225,1,
branch_nested,wasm-aot,26,12.402069,1,
branch_nested,native,27,14.150284,1,
branch_nested,wasm-jit,27,12.162286,1,
branch_nested,wasm-aot,27,13.638402,1,
branch_nested,native,28,11.106459,1,
branch_nested,wasm-jit,28,12.56312,1,
branch_nested,wasm-aot,28,12.430938,1,
branch_nested,native,29,12.585145,1,
branch_nested,wasm-jit,29,12.381588,1,
branch_nested,wasm-aot,29,12.41758,1,
branch_nested,native,30,13.205323,1,
branch_nested,wasm-jit,30,12.274805,1,
branch_nested,wasm-aot,30,14.176716,1,
branch_predictable,native,1,15.136935,1,
branch_predictable,wasm-jit,1,11.34018,1,
branch_predictable,wasm-aot,1,11.281055,1,
branch_predictable,native,2,15.660586,1,
branch_predictable,wasm-jit,2,11.081962,1,
branch_predictable,wasm-aot,2,10.998514,1,
branch_predictable,native,3,14.825323,1,
branch_predictable,wasm-jit,3,11.27252,1,
branch_predictable,wasm-aot,3,11.29121,1,
branch_predictable,native,4,15.20877,1,
branch_predictable,wasm-jit,4,11.059831,1,
branch_predictable,wasm-aot,4,11.008282,1,
branch_predictable,native,5,14.712985,1,
branch_predictable,wasm-jit,5,10.861961,1,
branch_predictable,wasm-aot,5,11.292729,1,
branch_predictable,native,6,15.272635,1,
branch_predictable,wasm-jit,6,11.34253,1,
branch_predictable,wasm-aot,6,10.948788,1,
branch_predictable,native,7,15.643581,1,
branch_predictable,wasm-jit,7,11.121,1,
branch_predictable,wasm-aot,7,10.89113,1,
branch_predictable,native,8,14.985542,1,
branch_predictable,wasm-jit,8,11.214447,1,
branch_predictable,wasm-aot,8,11.195889,1,
branch_predictable,native,9,15.321078,1,
branch_predictable,wasm-jit,9,10.832796,1,
branch_predictable,wasm-aot,9,11.091456,1,
branch_predictable,native,10,14.921414,1,
branch_predictable,wasm-jit,10,11.191144,1,
branch_predictable,wasm-aot,10,11.087372,1,
branch_predictable,native,11,14.917973,1,
branch_predictable,wasm-jit,11,10.901182,1,
branch_predictable,wasm-aot,11,10.904541,1,
branch_predictable,native,12,14.966043,1,
branch_predictable,wasm-jit,12,11.314844,1,
branch_predictable,wasm-aot,12,11.255394,1,
branch_predictable,native,13,14.769302,1,
branch_predictable,wasm-jit,13,11.019301,1,
branch_predictable,wasm-aot,13,11.22215,1,
branch_predictable,native,14,15.091174,1,
branch_predictable,wasm-jit,14,11.016781,1,
branch_predictable,wasm-aot,14,10.944696,1,
branch_predictable,native,15,14.657489,1,
branch_predictable,wasm-jit,15,10.844325,1,
branch_predictable,wasm-aot,15,11.094527,1,
branch_predictable,native,16,15.224159,1,
branch_predictable,wasm-jit,16,11.046826,1,
branch_predictable,wasm-aot,16,10.942473,1,
branch_predictable,native,17,14.903795,1,
branch_predictable,wasm-jit,17,11.305686,1,
branch_predictable,wasm-aot,17,11.162731,1,
branch_predictable,native,18,14.736204,1,
branch_predictable,wasm-jit,18,11.051741,1,
branch_predictable,wasm-aot,18,10.885023,1,
branch_predictable,native,19,14.731642,1,
branch_predictable,wasm-jit,19,10.939815,1,
branch_predictable,wasm-aot,19,11.034261,1,
branch_predictable,native,20,14.703361,1,
branch_predictable,wasm-jit,20,10.992044,1,
branch_predictable,wasm-aot,20,11.043267,1,
branch_predictable,native,21,14.941467,1,
branch_predictable,wasm-jit,21,11.024496,1,
branch_predictable,wasm-aot,21,10.839929,1,
branch_predictable,native,22,15.034329,1,
branch_predictable,wasm-jit,22,11.123808,1,
branch_predictable,wasm-aot,22,10.966725,1,
branch_predictable,native,23,14.902661,1,
branch_predictable,wasm-jit,23,11.040587,1,
branch_predictable,wasm-aot,23,10.870167,1,
branch_predictable,native,24,15.271616,1,
branch_predictable,wasm-jit,24,11.084115,1,
branch_predictable,wasm-aot,24,11.472531,1,
branch_predictable,native,25,14.915857,1,
branch_predictable,wasm-jit,25,11.183551,1,
branch_predictable,wasm-aot,25,11.617403,1,
branch_predictable,native,26,14.931452,1,
branch_predictable,wasm-jit,26,11.24531,1,
branch_predictable,wasm-aot,26,10.871778,1,
branch_predictable,native,27,14.771764,1,
branch_predictable,wasm-jit,27,11.174858,1,
branch_predictable,wasm-aot,27,10.978723,1,
branch_predictable,native,28,15.063842,1,
branch_predictable,wasm-jit,28,11.370899,1,
branch_predictable,wasm-aot,28,10.988573,1,
branch_predictable,native,29,15.362586,1,
branch_predictable,wasm-jit,29,11.031912,1,
branch_predictable,wasm-aot,29,10.933839,1,
branch_predictable,native,30,15.402535,1,
branch_predictable,wasm-jit,30,10.970996,1,
branch_predictable,wasm-aot,30,10.890455,1,
branch_switch_dense,native,1,13.398538,1,
branch_switch_dense,wasm-jit,1,10.551127,1,
branch_switch_dense,wasm-aot,1,10.221719,1,
branch_switch_dense,native,2,13.228448,1,
branch_switch_dense,wasm-jit,2,10.161406,1,
branch_switch_dense,wasm-aot,2,10.627656,1,
branch_switch_dense,native,3,13.887021,1,
branch_switch_dense,wasm-jit,3,10.628294,1,
branch_switch_dense,wasm-aot,3,10.598685,1,
branch_switch_dense,native,4,13.457248,1,
branch_switch_dense,wasm-jit,4,10.638566,1,
branch_switch_dense,wasm-aot,4,10.205316,1,
branch_switch_dense,native,5,13.487138,1,
branch_switch_dense,wasm-jit,5,10.503526,1,
branch_switch_dense,wasm-aot,5,10.39731,1,
branch_switch_dense,native,6,13.435595,1,
branch_switch_dense,wasm-jit,6,10.637024,1,
branch_switch_dense,wasm-aot,6,10.755727,1,
branch_switch_dense,native,7,13.855496,1,
branch_switch_dense,wasm-jit,7,10.16936,1,
branch_switch_dense,wasm-aot,7,10.195211,1,
branch_switch_dense,native,8,13.578025,1,
branch_switch_dense,wasm-jit,8,10.246565,1,
branch_switch_dense,wasm-aot,8,10.437411,1,
branch_switch_dense,native,9,13.372406,1,
branch_switch_dense,wasm-jit,9,10.163432,1,
branch_switch_dense,wasm-aot,9,10.44658,1,
branch_switch_dense,native,10,13.094538,1,
branch_switch_dense,wasm-jit,10,10.13549,1,
branch_switch_dense,wasm-aot,10,10.202001,1,
branch_switch_dense,native,11,13.327649,1,
branch_switch_dense,wasm-jit,11,10.381637,1,
branch_switch_dense,wasm-aot,11,10.573536,1,
branch_switch_dense,native,12,13.371813,1,
branch_switch_dense,wasm-jit,12,10.638863,1,
branch_switch_dense,wasm-aot,12,10.447616,1,
branch_switch_dense,native,13,13.250597,1,
branch_switch_dense,wasm-jit,13,10.361169,1,
branch_switch_dense,wasm-aot,13,10.313438,1,
branch_switch_dense,native,14,13.42344,1,
branch_switch_dense,wasm-jit,14,10.387738,1,
branch_switch_dense,wasm-aot,14,10.57454,1,
branch_switch_dense,native,15,13.421348,1,
branch_switch_dense,wasm-jit,15,10.349377,1,
branch_switch_dense,wasm-aot,15,10.171577,1,
branch_switch_dense,native,16,13.866848,1,
branch_switch_dense,wasm-jit,16,10.491513,1,
branch_switch_dense,wasm-aot,16,10.540519,1,
branch_switch_dense,native,17,13.269609,1,
branch_switch_dense,wasm-jit,17,10.17365,1,
branch_switch_dense,wasm-aot,17,10.568639,1,
branch_switch_dense,native,18,13.482693,1,
branch_switch_dense,wasm-jit,18,10.171626,1,
branch_switch_dense,wasm-aot,18,10.173843,1,
branch_switch_dense,native,19,13.352373,1,
branch_switch_dense,wasm-jit,19,10.339303,1,
branch_switch_dense,wasm-aot,19,10.502018,1,
branch_switch_dense,native,20,13.433801,1,
branch_switch_dense,wasm-jit,20,10.578319,1,
branch_switch_dense,wasm-aot,20,10.473077,1,
branch_switch_dense,native,21,13.655294,1,
branch_switch_dense,wasm-jit,21,10.504718,1,
branch_switch_dense,wasm-aot,21,10.431038,1,
branch_switch_dense,native,22,13.246603,1,
branch_switch_dense,wasm-jit,22,10.413738,1,
branch_switch_dense,wasm-aot,22,10.558309,1,
branch_switch_dense,native,23,13.512869,1,
branch_switch_dense,wasm-jit,23,10.133997,1,
branch_switch_dense,wasm-aot,23,10.567894,1,
branch_switch_dense,native,24,13.549002,1,
branch_switch_dense,wasm-jit,24,10.470351,1,
branch_switch_dense,wasm-aot,24,10.22161,1,
branch_switch_dense,native,25,13.760953,1,
branch_switch_dense,wasm-jit,25,10.522937,1,
branch_switch_dense,wasm-aot,25,10.385982,1,
branch_switch_dense,native,26,13.434091,1,
branch_switch_dense,wasm-jit,26,10.132308,1,
branch_switch_dense,wasm-aot,26,10.271289,1,
branch_switch_dense,native,27,13.447405,1,
branch_switch_dense,wasm-jit,27,10.522417,1,
branch_switch_dense,wasm-aot,27,10.597764,1,
branch_switch_dense,native,28,13.752853,1,
branch_switch_dense,wasm-jit,28,10.508062,1,
branch_switch_dense,wasm-aot,28,10.401724,1,
branch_switch_dense,native,29,14.217233,1,
branch_switch_dense,wasm-jit,29,10.247076,1,
branch_switch_dense,wasm-aot,29,10.226769,1,
branch_switch_dense,native,30,13.394031,1,
branch_switch_dense,wasm-jit,30,10.196967,1,
branch_switch_dense,wasm-aot,30,10.203158,1,
branch_switch_sparse,native,1,208.206021,1,
branch_switch_sparse,wasm-jit,1,139.672366,1,
branch_switch_sparse,wasm-aot,1,139.018786,1,
branch_switch_sparse,native,2,206.354377,1,
branch_switch_sparse,wasm-jit,2,138.439236,1,
branch_switch_sparse,wasm-aot,2,138.38321,1,
branch_switch_sparse,native,3,206.192601,1,
branch_switch_sparse,wasm-jit,3,139.024176,1,
branch_switch_sparse,wasm-aot,3,139.577348,1,
branch_switch_sparse,native,4,207.265075,1,
branch_switch_sparse,wasm-jit,4,139.557032,1,
branch_switch_sparse,wasm-aot,4,140.364708,1,
branch_switch_sparse,native,5,207.224041,1,
branch_switch_sparse,wasm-jit,5,139.437508,1,
branch_switch_sparse,wasm-aot,5,142.567859,1,
branch_switch_sparse,native,6,204.631152,1,
branch_switch_sparse,wasm-jit,6,140.896392,1,
branch_switch_sparse,wasm-aot,6,139.375925,1,
branch_switch_sparse,native,7,206.983669,1,
branch_switch_sparse,wasm-jit,7,141.842058,1,
branch_switch_sparse,wasm-aot,7,140.185246,1,
branch_switch_sparse,native,8,208.744106,1,
branch_switch_sparse,wasm-jit,8,140.567088,1,
branch_switch_sparse,wasm-aot,8,139.695433,1,
branch_switch_sparse,native,9,206.75321,1,
branch_switch_sparse,wasm-jit,9,140.872075,1,
branch_switch_sparse,wasm-aot,9,138.848217,1,
branch_switch_sparse,native,10,204.131409,1,
branch_switch_sparse,wasm-jit,10,138.759809,1,
branch_switch_sparse,wasm-aot,10,140.214554,1,
branch_switch_sparse,native,11,207.174957,1,
branch_switch_sparse,wasm-jit,11,138.555054,1,
branch_switch_sparse,wasm-aot,11,141.342632,1,
branch_switch_sparse,native,12,207.604582,1,
branch_switch_sparse,wasm-jit,12,139.976509,1,
branch_switch_sparse,wasm-aot,12,141.211605,1,
branch_switch_sparse,native,13,207.101453,1,
branch_switch_sparse,wasm-jit,13,139.853207,1,
branch_switch_sparse,wasm-aot,13,139.882972,1,
branch_switch_sparse,native,14,206.289052,1,
branch_switch_sparse,wasm-jit,14,141.244482,1,
branch_switch_sparse,wasm-aot,14,138.742244,1,
branch_switch_sparse,native,15,206.496845,1,
branch_switch_sparse,wasm-jit,15,142.184172,1,
branch_switch_sparse,wasm-aot,15,137.333426,1,
branch_switch_sparse,native,16,206.841583,1,
branch_switch_sparse,wasm-jit,16,138.405831,1,
branch_switch_sparse,wasm-aot,16,147.201576,1,
branch_switch_sparse,native,17,205.538314,1,
branch_switch_sparse,wasm-jit,17,138.985534,1,
branch_switch_sparse,wasm-aot,17,141.617777,1,
branch_switch_sparse,native,18,208.709396,1,
branch_switch_sparse,wasm-jit,18,140.765076,1,
branch_switch_sparse,wasm-aot,18,141.092718,1,
branch_switch_sparse,native,19,208.474449,1,
branch_switch_sparse,wasm-jit,19,141.355735,1,
branch_switch_sparse,wasm-aot,19,141.288684,1,
branch_switch_sparse,native,20,208.478262,1,
branch_switch_sparse,wasm-jit,20,146.066455,1,
branch_switch_sparse,wasm-aot,20,140.136897,1,
branch_switch_sparse,native,21,213.843055,1,
branch_switch_sparse,wasm-jit,21,139.675752,1,
branch_switch_sparse,wasm-aot,21,142.035976,1,
branch_switch_sparse,native,22,207.277374,1,
branch_switch_sparse,wasm-jit,22,142.178159,1,
branch_switch_sparse,wasm-aot,22,138.773956,1,
branch_switch_sparse,native,23,217.827909,1,
branch_switch_sparse,wasm-jit,23,141.900583,1,
branch_switch_sparse,wasm-aot,23,140.592771,1,
branch_switch_sparse,native,24,206.168127,1,
branch_switch_sparse,wasm-jit,24,141.008281,1,
branch_switch_sparse,wasm-aot,24,140.677412,1,
branch_switch_sparse,native,25,210.187852,1,
branch_switch_sparse,wasm-jit,25,149.799483,1,
branch_switch_sparse,wasm-aot,25,141.496177,1,
branch_switch_sparse,native,26,207.061867,1,
branch_switch_sparse,wasm-jit,26,138.73349,1,
branch_switch_sparse,wasm-aot,26,138.803529,1,
branch_switch_sparse,native,27,206.428042,1,
branch_switch_sparse,wasm-jit,27,139.270241,1,
branch_switch_sparse,wasm-aot,27,139.117086,1,
branch_switch_sparse,native,28,210.093578,1,
branch_switch_sparse,wasm-jit,28,139.068551,1,
branch_switch_sparse,wasm-aot,28,141.029529,1,
branch_switch_sparse,native,29,209.146819,1,
branch_switch_sparse,wasm-jit,29,139.900775,1,
branch_switch_sparse,wasm-aot,29,140.565626,1,
branch_switch_sparse,native,30,209.279616,1,
branch_switch_sparse,wasm-jit,30,140.913485,1,
branch_switch_sparse,wasm-aot,30,141.638583,1,
branch_unpredictable,native,1,50.153947,1,
branch_unpredictable,wasm-jit,1,129.055174,1,
branch_unpredictable,wasm-aot,1,129.602453,1,
branch_unpredictable,native,2,51.532665,1,
branch_unpredictable,wasm-jit,2,129.267831,1,
branch_unpredictable,wasm-aot,2,129.526401,1,
branch_unpredictable,native,3,49.883409,1,
branch_unpredictable,wasm-jit,3,129.020709,1,
branch_unpredictable,wasm-aot,3,129.046539,1,
branch_unpredictable,native,4,49.086692,1,
branch_unpredictable,wasm-jit,4,130.789756,1,
branch_unpredictable,wasm-aot,4,137.429835,1,
branch_unpredictable,native,5,51.773927,1,
branch_unpredictable,wasm-jit,5,130.123203,1,
branch_unpredictable,wasm-aot,5,127.231317,1,
branch_unpredictable,native,6,49.63921,1,
branch_unpredictable,wasm-jit,6,128.012104,1,
branch_unpredictable,wasm-aot,6,129.422689,1,
branch_unpredictable,native,7,49.906379,1,
branch_unpredictable,wasm-jit,7,127.116568,1,
branch_unpredictable,wasm-aot,7,128.98749,1,
branch_unpredictable,native,8,50.88909,1,
branch_unpredictable,wasm-jit,8,128.319474,1,
branch_unpredictable,wasm-aot,8,131.713175,1,
branch_unpredictable,native,9,51.683664,1,
branch_unpredictable,wasm-jit,9,130.010579,1,
branch_unpredictable,wasm-aot,9,130.592524,1,
branch_unpredictable,native,10,49.688396,1,
branch_unpredictable,wasm-jit,10,127.67176,1,
branch_unpredictable,wasm-aot,10,128.506787,1,
branch_unpredictable,native,11,49.454025,1,
branch_unpredictable,wasm-jit,11,130.158668,1,
branch_unpredictable,wasm-aot,11,130.36329,1,
branch_unpredictable,native,12,50.746229,1,
branch_unpredictable,wasm-jit,12,127.438942,1,
branch_unpredictable,wasm-aot,12,129.653764,1,
branch_unpredictable,native,13,50.13266,1,
branch_unpredictable,wasm-jit,13,138.617898,1,
branch_unpredictable,wasm-aot,13,129.541276,1,
branch_unpredictable,native,14,49.81585,1,
branch_unpredictable,wasm-jit,14,129.154015,1,
branch_unpredictable,wasm-aot,14,131.299964,1,
branch_unpredictable,native,15,50.003896,1,
branch_unpredictable,wasm-jit,15,129.595733,1,
branch_unpredictable,wasm-aot,15,128.95329,1,
branch_unpredictable,native,16,51.14394,1,
branch_unpredictable,wasm-jit,16,126.183981,1,
branch_unpredictable,wasm-aot,16,129.687664,1,
branch_unpredictable,native,17,49.642458,1,
branch_unpredictable,wasm-jit,17,128.870385,1,
branch_unpredictable,wasm-aot,17,129.645944,1,
branch_unpredictable,native,18,50.019238,1,
branch_unpredictable,wasm-jit,18,129.268237,1,
branch_unpredictable,wasm-aot,18,130.652895,1,
branch_unpredictable,native,19,50.419489,1,
branch_unpredictable,wasm-jit,19,128.6171,1,
branch_unpredictable,wasm-aot,19,130.169657,1,
branch_unpredictable,native,20,50.152884,1,
branch_unpredictable,wasm-jit,20,128.242947,1,
branch_unpredictable,wasm-aot,20,130.26365,1,
branch_unpredictable,native,21,50.799662,1,
branch_unpredictable,wasm-jit,21,128.40172,1,
branch_unpredictable,wasm-aot,21,129.806345,1,
branch_unpredictable,native,22,50.317312,1,
branch_unpredictable,wasm-jit,22,129.083215,1,
branch_unpredictable,wasm-aot,22,129.236397,1,
branch_unpredictable,native,23,49.686918,1,
branch_unpredictable,wasm-jit,23,129.050325,1,
branch_unpredictable,wasm-aot,23,129.620224,1,
branch_unpredictable,native,24,49.539761,1,
branch_unpredictable,wasm-jit,24,129.812599,1,
branch_unpredictable,wasm-aot,24,129.069999,1,
branch_unpredictable,native,25,49.928298,1,
branch_unpredictable,wasm-jit,25,131.787217,1,
branch_unpredictable,wasm-aot,25,131.525382,1,
branch_unpredictable,native,26,50.572858,1,
branch_unpredictable,wasm-jit,26,128.885096,1,
branch_unpredictable,wasm-aot,26,126.374897,1,
branch_unpredictable,native,27,49.301341,1,
branch_unpredictable,wasm-jit,27,130.676101,1,
branch_unpredictable,wasm-aot,27,128.209718,1,
branch_unpredictable,native,28,50.590497,1,
branch_unpredictable,wasm-jit,28,128.649282,1,
branch_unpredictable,wasm-aot,28,131.745773,1,
branch_unpredictable,native,29,49.855882,1,
branch_unpredictable,wasm-jit,29,129.408598,1,
branch_unpredictable,wasm-aot,29,129.799581,1,
branch_unpredictable,native,30,50.161053,1,
branch_unpredictable,wasm-jit,30,129.547365,1,
branch_unpredictable,wasm-aot,30,129.786999,1,
call_chain,native,1,8.917483,1,
call_chain,wasm-jit,1,8.983865,1,
call_chain,wasm-aot,1,8.8832,1,
call_chain,native,2,8.475851,1,
call_chain,wasm-jit,2,8.537524,1,
call_chain,wasm-aot,2,8.323626,1,
call_chain,native,3,8.43986,1,
call_chain,wasm-jit,3,8.370579,1,
call_chain,wasm-aot,3,8.869468,1,
call_chain,native,4,8.692026,1,
call_chain,wasm-jit,4,8.82786,1,
call_chain,wasm-aot,4,8.342982,1,
call_chain,native,5,8.451084,1,
call_chain,wasm-jit,5,8.77941,1,
call_chain,wasm-aot,5,8.475202,1,
call_chain,native,6,8.900145,1,
call_chain,wasm-jit,6,9.06408,1,
call_chain,wasm-aot,6,9.66734,1,
call_chain,native,7,8.908659,1,
call_chain,wasm-jit,7,8.479279,1,
call_chain,wasm-aot,7,8.512521,1,
call_chain,native,8,8.723702,1,
call_chain,wasm-jit,8,9.012192,1,
call_chain,wasm-aot,8,9.018339,1,
call_chain,native,9,8.575264,1,
call_chain,wasm-jit,9,9.005561,1,
call_chain,wasm-aot,9,8.459262,1,
call_chain,native,10,8.511831,1,
call_chain,wasm-jit,10,8.586399,1,
call_chain,wasm-aot,10,8.923979,1,
call_chain,native,11,8.622745,1,
call_chain,wasm-jit,11,8.924648,1,
call_chain,wasm-aot,11,8.4985,1,
call_chain,native,12,8.678515,1,
call_chain,wasm-jit,12,8.552639,1,
call_chain,wasm-aot,12,9.34037,1,
call_chain,native,13,8.648224,1,
call_chain,wasm-jit,13,8.565603,1,
call_chain,wasm-aot,13,8.800069,1,
call_chain,native,14,8.658042,1,
call_chain,wasm-jit,14,8.628628,1,
call_chain,wasm-aot,14,8.510613,1,
call_chain,native,15,8.825838,1,
call_chain,wasm-jit,15,8.851692,1,
call_chain,wasm-aot,15,9.203847,1,
call_chain,native,16,8.850788,1,
call_chain,wasm-jit,16,8.475836,1,
call_chain,wasm-aot,16,8.779178,1,
call_chain,native,17,8.868684,1,
call_chain,wasm-jit,17,8.496085,1,
call_chain,wasm-aot,17,8.643569,1,
call_chain,native,18,8.389148,1,
call_chain,wasm-jit,18,8.410238,1,
call_chain,wasm-aot,18,8.57214,1,
call_chain,native,19,8.463877,1,
call_chain,wasm-jit,19,8.523968,1,
call_chain,wasm-aot,19,8.533931,1,
call_chain,native,20,8.737789,1,
call_chain,wasm-jit,20,8.800304,1,
call_chain,wasm-aot,20,8.420024,1,
call_chain,native,21,8.883279,1,
call_chain,wasm-jit,21,8.629361,1,
call_chain,wasm-aot,21,8.807335,1,
call_chain,native,22,8.690442,1,
call_chain,wasm-jit,22,8.587049,1,
call_chain,wasm-aot,22,8.555275,1,
call_chain,native,23,9.485108,1,
call_chain,wasm-jit,23,8.462476,1,
call_chain,wasm-aot,23,8.467688,1,
call_chain,native,24,8.509996,1,
call_chain,wasm-jit,24,8.577236,1,
call_chain,wasm-aot,24,8.567398,1,
call_chain,native,25,8.598142,1,
call_chain,wasm-jit,25,8.683621,1,
call_chain,wasm-aot,25,8.810993,1,
call_chain,native,26,8.720866,1,
call_chain,wasm-jit,26,8.754866,1,
call_chain,wasm-aot,26,8.765964,1,
call_chain,native,27,8.794254,1,
call_chain,wasm-jit,27,8.75374,1,
call_chain,wasm-aot,27,8.515886,1,
call_chain,native,28,8.724958,1,
call_chain,wasm-jit,28,8.399975,1,
call_chain,wasm-aot,28,8.753179,1,
call_chain,native,29,8.719958,1,
call_chain,wasm-jit,29,8.722708,1,
call_chain,wasm-aot,29,8.49063,1,
call_chain,native,30,8.433874,1,
call_chain,wasm-jit,30,8.471222,1,
call_chain,wasm-aot,30,8.378558,1,
call_indirect,native,1,27.624383,1,
call_indirect,wasm-jit,1,33.757992,1,
call_indirect,wasm-aot,1,33.916585,1,
call_indirect,native,2,28.631096,1,
call_indirect,wasm-jit,2,33.370826,1,
call_indirect,wasm-aot,2,33.807798,1,
call_indirect,native,3,27.93195,1,
call_indirect,wasm-jit,3,33.330384,1,
call_indirect,wasm-aot,3,33.972755,1,
call_indirect,native,4,27.647822,1,
call_indirect,wasm-jit,4,34.28286,1,
call_indirect,wasm-aot,4,33.954234,1,
call_indirect,native,5,27.679337,1,
call_indirect,wasm-jit,5,33.739,1,
call_indirect,wasm-aot,5,36.256719,1,
call_indirect,native,6,28.118823,1,
call_indirect,wasm-jit,6,35.06256,1,
call_indirect,wasm-aot,6,33.785704,1,
call_indirect,native,7,26.775877,1,
call_indirect,wasm-jit,7,33.847434,1,
call_indirect,wasm-aot,7,34.006268,1,
call_indirect,native,8,27.583772,1,
call_indirect,wasm-jit,8,34.144109,1,
call_indirect,wasm-aot,8,34.399634,1,
call_indirect,native,9,27.960397,1,
call_indirect,wasm-jit,9,33.364506,1,
call_indirect,wasm-aot,9,33.393827,1,
call_indirect,native,10,27.7889,1,
call_indirect,wasm-jit,10,34.404642,1,
call_indirect,wasm-aot,10,33.744173,1,
call_indirect,native,11,27.804968,1,
call_indirect,wasm-jit,11,33.432668,1,
call_indirect,wasm-aot,11,33.424005,1,
call_indirect,native,12,27.756532,1,
call_indirect,wasm-jit,12,33.909529,1,
call_indirect,wasm-aot,12,34.234167,1,
call_indirect,native,13,27.303196,1,
call_indirect,wasm-jit,13,33.95753,1,
call_indirect,wasm-aot,13,34.957904,1,
call_indirect,native,14,28.324207,1,
call_indirect,wasm-jit,14,34.031299,1,
call_indirect,wasm-aot,14,34.115733,1,
call_indirect,native,15,27.434282,1,
call_indirect,wasm-jit,15,33.953633,1,
call_indirect,wasm-aot,15,35.242266,1,
call_indirect,native,16,27.541485,1,
call_indirect,wasm-jit,16,33.592637,1,
call_indirect,wasm-aot,16,33.426398,1,
call_indirect,native,17,27.920509,1,
call_indirect,wasm-jit,17,33.979024,1,
call_indirect,wasm-aot,17,33.942154,1,
call_indirect,native,18,28.072721,1,
call_indirect,wasm-jit,18,33.904348,1,
call_indirect,wasm-aot,18,33.940822,1,
call_indirect,native,19,27.140455,1,
call_indirect,wasm-jit,19,33.928238,1,
call_indirect,wasm-aot,19,33.666053,1,
call_indirect,native,20,27.052807,1,
call_indirect,wasm-jit,20,33.559777,1,
call_indirect,wasm-aot,20,33.507612,1,
call_indirect,native,21,28.320779,1,
call_indirect,wasm-jit,21,34.969665,1,
call_indirect,wasm-aot,21,33.722524,1,
call_indirect,native,22,27.759026,1,
call_indirect,wasm-jit,22,34.76759,1,
call_indirect,wasm-aot,22,34.125569,1,
