timestamp,program,mode,run_index,event,value,status,stderr_note
2026-04-24T15:03:05+0800,llvmss_misc_evalloop,native,5,r1c0,1841484755,ok,
2026-04-24T15:03:05+0800,llvmss_misc_evalloop,native,5,cpu-cycles,1513855411,ok,
2026-04-24T15:03:05+0800,llvmss_misc_evalloop,native,5,L1-icache-load-misses,120653,ok,
2026-04-24T15:03:05+0800,llvmss_misc_evalloop,native,5,branch-misses,111517,ok,
2026-04-24T15:03:05+0800,llvmss_misc_evalloop,wasm-jit,5,r81d0,1432304692,ok,
2026-04-24T15:03:05+0800,llvmss_misc_evalloop,wasm-jit,5,r82d0,617685946,ok,
2026-04-24T15:03:05+0800,llvmss_misc_evalloop,wasm-jit,5,r00c4,1014652626,ok,
2026-04-24T15:03:05+0800,llvmss_misc_evalloop,wasm-jit,5,r01c4,7490598,ok,
2026-04-24T15:03:05+0800,llvmss_misc_evalloop,wasm-jit,5,r1c0,5895214839,ok,
2026-04-24T15:03:05+0800,llvmss_misc_evalloop,wasm-jit,5,cpu-cycles,1767255836,ok,
2026-04-24T15:03:05+0800,llvmss_misc_evalloop,wasm-jit,5,L1-icache-load-misses,621993,ok,
2026-04-24T15:03:05+0800,llvmss_misc_evalloop,wasm-jit,5,branch-misses,167079,ok,
2026-04-24T15:03:06+0800,llvmss_misc_evalloop,wasm-aot,5,r81d0,1431788282,ok,
2026-04-24T15:03:06+0800,llvmss_misc_evalloop,wasm-aot,5,r82d0,617419083,ok,
2026-04-24T15:03:06+0800,llvmss_misc_evalloop,wasm-aot,5,r00c4,1014328489,ok,
2026-04-24T15:03:06+0800,llvmss_misc_evalloop,wasm-aot,5,r01c4,7424423,ok,
2026-04-24T15:03:06+0800,llvmss_misc_evalloop,wasm-aot,5,r1c0,5893157948,ok,
2026-04-24T15:03:06+0800,llvmss_misc_evalloop,wasm-aot,5,cpu-cycles,1770393497,ok,
2026-04-24T15:03:06+0800,llvmss_misc_evalloop,wasm-aot,5,L1-icache-load-misses,554685,ok,
2026-04-24T15:03:06+0800,llvmss_misc_evalloop,wasm-aot,5,branch-misses,156543,ok,
2026-04-24T15:03:10+0800,llvmss_misc_flops-1,native,1,r81d0,1386814,ok,
2026-04-24T15:03:10+0800,llvmss_misc_flops-1,native,1,r82d0,869347,ok,
2026-04-24T15:03:10+0800,llvmss_misc_flops-1,native,1,r00c4,313476057,ok,
2026-04-24T15:03:10+0800,llvmss_misc_flops-1,native,1,r01c4,312678410,ok,
2026-04-24T15:03:10+0800,llvmss_misc_flops-1,native,1,r1c0,5943079876,ok,
2026-04-24T15:03:10+0800,llvmss_misc_flops-1,native,1,cpu-cycles,2161455463,ok,
2026-04-24T15:03:10+0800,llvmss_misc_flops-1,native,1,L1-icache-load-misses,157032,ok,
2026-04-24T15:03:10+0800,llvmss_misc_flops-1,native,1,branch-misses,12038,ok,
2026-04-24T15:03:11+0800,llvmss_misc_flops-1,wasm-jit,1,r81d0,5550864,ok,
2026-04-24T15:03:11+0800,llvmss_misc_flops-1,wasm-jit,1,r82d0,3415044,ok,
2026-04-24T15:03:11+0800,llvmss_misc_flops-1,wasm-jit,1,r00c4,316732215,ok,
2026-04-24T15:03:11+0800,llvmss_misc_flops-1,wasm-jit,1,r01c4,313461012,ok,
2026-04-24T15:03:11+0800,llvmss_misc_flops-1,wasm-jit,1,r1c0,5335491838,ok,
2026-04-24T15:03:11+0800,llvmss_misc_flops-1,wasm-jit,1,cpu-cycles,2639511169,ok,
2026-04-24T15:03:11+0800,llvmss_misc_flops-1,wasm-jit,1,L1-icache-load-misses,671464,ok,
2026-04-24T15:03:11+0800,llvmss_misc_flops-1,wasm-jit,1,branch-misses,67084,ok,
2026-04-24T15:03:12+0800,llvmss_misc_flops-1,wasm-aot,1,r81d0,4966274,ok,
2026-04-24T15:03:12+0800,llvmss_misc_flops-1,wasm-aot,1,r82d0,3115569,ok,
2026-04-24T15:03:12+0800,llvmss_misc_flops-1,wasm-aot,1,r00c4,316353406,ok,
2026-04-24T15:03:12+0800,llvmss_misc_flops-1,wasm-aot,1,r01c4,313378641,ok,
2026-04-24T15:03:12+0800,llvmss_misc_flops-1,wasm-aot,1,r1c0,5333143031,ok,
2026-04-24T15:03:12+0800,llvmss_misc_flops-1,wasm-aot,1,cpu-cycles,2636121531,ok,
