static_feature,perf_ratio,wasmtime_spearman_rho,wasmtime_p_value,wasmtime_fdr_q,wasmtime_fdr_sig_0.10,wasmer_spearman_rho,wasmer_p_value,wasmer_fdr_q,wasmer_fdr_sig_0.10,max_abs_rho
avg_bb_size,ratio_branches_retired_over_native,-0.1675992228626582,0.2349837308870324,0.3300534846046867,False,-0.0652628981993225,0.6457546908810906,0.7380053610069607,False,0.1675992228626582
branch_density,ratio_branches_retired_over_native,-0.0170845283244299,0.904315082128408,0.9308951927933428,False,-0.1551275171858243,0.2721559309687744,0.3628745746250326,False,0.1551275171858243
branch_instr_count,ratio_branches_retired_over_native,0.1545115453424589,0.274087634117697,0.3763591393854943,False,-0.0147401586465869,0.9173959220015602,0.9483193800465566,False,0.1545115453424589
memory_instr_count,ratio_L1_icache_load_misses_over_native,0.0991065415555764,0.4845405282534414,0.5823284443925452,False,0.1528070662293486,0.2794801674312536,0.3699593583262637,False,0.1528070662293486
load_store_ratio,ratio_branches_retired_over_native,0.0805369928865721,0.5703296603932038,0.6726965225150608,False,0.1511564792181099,0.2847684108934432,0.3742670543170968,False,0.1511564792181099
memory_instr_count,ratio_branch_misses_over_native,-0.1449401103854201,0.3052703430274512,0.4050315430376784,False,-0.113985349347354,0.4210468765042062,0.5320621951174627,False,0.1449401103854201
ir_instruction_count,ratio_branch_misses_over_native,-0.1314879239460873,0.3528028186735928,0.4551545413960628,False,-0.141227770164316,0.3179554683856582,0.4149206112266745,False,0.141227770164316
load_count,ratio_conditional_branches_over_native,-0.1396247238859248,0.3235351321023281,0.4252176021916312,False,-0.0135175896899363,0.9242263025381008,0.9500426797039696,False,0.1396247238859248
memory_access_density,ratio_all_stores_retired_over_native,-0.1294374300054076,0.3604267402588278,0.4587863419743827,False,-0.0636507494085997,0.6539442832404259,0.7427515315817182,False,0.1294374300054076
max_loop_depth,ratio_all_loads_retired_over_native,-0.1288063327510832,0.3627932418937324,0.4587863419743827,False,-0.0224256819274014,0.8746123829511798,0.9195924483600976,False,0.1288063327510832
memory_instr_count,ratio_instructions_retired_over_native,0.1271539493469733,0.3690339216071137,0.4619200107191082,False,0.1209972012952032,0.3928509336710079,0.5090462802497567,False,0.1271539493469733
hostcall_density,ratio_branch_misses_over_native,-0.004528174119001,0.9745840926374104,0.9852938079411184,False,0.118672336816839,0.4020742171229265,0.5173542374169126,False,0.118672336816839
compute_to_memory_ratio,ratio_all_stores_retired_over_native,-0.0727925348941302,0.6080664056348111,0.7061090270918554,False,-0.1149985351731212,0.4169029762053956,0.5320621951174627,False,0.1149985351731212
call_instr_count,ratio_all_loads_retired_over_native,-0.0581371073915807,0.6822548804599685,0.7701527484946883,False,-0.1137093423982387,0.4221797852562475,0.5320621951174627,False,0.1137093423982387
call_instr_count,ratio_branches_retired_over_native,-0.1133673594135824,0.4235859018219097,0.5230859458740361,False,-0.0973796548808977,0.4922216936121347,0.6049228952004388,False,0.1133673594135824
compute_density,ratio_conditional_branches_over_native,-0.1110494341087949,0.4331861858564594,0.5278560145535665,False,0.002904369815153,0.9836966690833298,0.9836966690833298,False,0.1110494341087949
alloc_call_count,ratio_branches_retired_over_native,0.0104660414382118,0.9412976168593568,0.9568992348183516,False,-0.09911956891483,0.4844828231849294,0.6023299963920744,False,0.09911956891483
max_loop_depth,ratio_all_stores_retired_over_native,-0.0984657042610694,0.4873835893285433,0.5823284443925452,False,-0.0575718136875726,0.6851829519768239,0.764082807052943,False,0.0984657042610694
alloc_call_count,ratio_cpu_cycles_over_native,0.0018469484890962,0.9896319599169832,0.9947241723339364,False,0.0966569709293684,0.4954548712967105,0.6049228952004388,False,0.0966569709293684
call_instr_count,ratio_cpu_cycles_over_native,-0.0641218096230669,0.6515470976795136,0.7492791623314407,False,-0.0964392016730927,0.4964312889960123,0.6049228952004388,False,0.0964392016730927
load_count,ratio_instructions_retired_over_native,0.0867521262379459,0.5408514596508412,0.6420430230693858,False,0.0751167325807855,0.5966281432308926,0.6962334636873401,False,0.0867521262379459
compute_density,ratio_all_loads_retired_over_native,0.023405803804469,0.8691791529764858,0.9035534697608666,False,0.0854226416221499,0.5470945933068552,0.6579438246304663,False,0.0854226416221499
compute_density,ratio_all_stores_retired_over_native,-0.0322897585331726,0.8202342236252446,0.8723878447806069,False,-0.0837141887897069,0.5551677486940096,0.6633173101279076,False,0.0837141887897069
store_count,ratio_branches_retired_over_native,0.0494484248121128,0.7277480434684935,0.8066604819168844,False,-0.0794799288864849,0.5754161494834235,0.6830746548706447,False,0.0794799288864849
memory_instr_count,ratio_conditional_branches_over_native,-0.0774724129847732,0.5851329028118194,0.6857608542507947,False,0.0540425662322038,0.7035658447270694,0.770572115653457,False,0.0774724129847732
load_count,ratio_branch_misses_over_native,-0.0325106587479481,0.8190250122441646,0.8723878447806069,False,-0.0749456238505331,0.5974669879627161,0.6962334636873401,False,0.0749456238505331
memory_instr_count,ratio_branches_retired_over_native,0.0343751766223828,0.8088354990132338,0.8703259170668715,False,-0.0703750506473161,0.6200632186254733,0.7130727014192944,False,0.0703750506473161
max_loop_depth,ratio_branch_misses_over_native,0.0616235125231956,0.6643000175486311,0.758441224551711,False,-0.0591736481109585,0.6768979327295678,0.7594464611112224,False,0.0616235125231956
call_instr_count,ratio_all_stores_retired_over_native,0.0530928583678994,0.7085419676968243,0.7901316488255495,False,0.0613859457458161,0.66551770526949,0.7512592501201604,False,0.0613859457458161
alloc_call_count,ratio_instructions_retired_over_native,0.0609493001401749,0.6677580346596587,0.758441224551711,False,-0.003078247481827,0.9827207714876616,0.9836966690833298,False,0.0609493001401749
compute_to_memory_ratio,ratio_conditional_branches_over_native,0.0311845953478374,0.8262900752187949,0.873778010576197,False,0.0557905226359941,0.694439426255827,0.7651308648567196,False,0.0557905226359941
max_loop_depth,ratio_conditional_branches_over_native,0.0446629127461693,0.7532198372988513,0.8274839843479127,False,0.0260062529914403,0.8547934085757376,0.9039194665398604,False,0.0446629127461693
load_count,ratio_branches_retired_over_native,0.0442316067702347,0.7555288552741811,0.8274839843479127,False,-0.0384994643067807,0.7864100512887512,0.8461956107434515,False,0.0442316067702347
hostcall_count,ratio_all_stores_retired_over_native,0.0288744398413822,0.8389808177640541,0.882128402677634,False,0.0416002567927513,0.7696611331564531,0.837974251483949,False,0.0416002567927513
compute_to_memory_ratio,ratio_all_loads_retired_over_native,-0.0009398097228115,0.9947241723339364,0.9947241723339364,False,0.039044822120443,0.7834571123515336,0.8461956107434515,False,0.039044822120443
compute_instr_count,ratio_branch_misses_over_native,0.0379471179330326,0.789403870357642,0.8544136008576831,False,-0.0263236764039956,0.8530405193335916,0.9039194665398604,False,0.0379471179330326
load_store_ratio,ratio_all_loads_retired_over_native,0.0264181855647035,0.8525187522938098,0.8912696046708011,False,0.0180396024406228,0.8989930831415539,0.9398564051025337,False,0.0264181855647035
load_count,ratio_L1_icache_load_misses_over_native,-0.0168542099298573,0.9055991277717844,0.9308951927933428,False,-0.0076143384962299,0.9572747598389848,0.978547532279851,False,0.0168542099298573
hostcall_count,ratio_all_loads_retired_over_native,0.0121992314223469,0.9315979100751236,0.9523000858545708,False,0.0042126842321773,0.9763543646467718,0.9836966690833298,False,0.0121992314223469
