program,mode,event,event_alias,repeat_count,median_value
llvmss_misc_reedsolomon,wasm-aot,L1-icache-load-misses,L1_icache_load_misses,5,1740700.0
llvmss_misc_reedsolomon,wasm-aot,branch-misses,branch_misses,5,8850827.0
llvmss_misc_reedsolomon,wasm-aot,cpu-cycles,cpu_cycles,5,10309136336.0
llvmss_misc_reedsolomon,wasm-aot,r00c4,branches_retired,5,3968484445.0
llvmss_misc_reedsolomon,wasm-aot,r01c4,conditional_branches,5,1738756908.0
llvmss_misc_reedsolomon,wasm-aot,r1c0,instructions_retired,5,43728676703.0
llvmss_misc_reedsolomon,wasm-aot,r81d0,all_loads_retired,5,9719308819.0
llvmss_misc_reedsolomon,wasm-aot,r82d0,all_stores_retired,5,2041422658.0
llvmss_misc_reedsolomon,wasm-jit,L1-icache-load-misses,L1_icache_load_misses,5,1762689.0
llvmss_misc_reedsolomon,wasm-jit,branch-misses,branch_misses,5,8816819.0
llvmss_misc_reedsolomon,wasm-jit,cpu-cycles,cpu_cycles,5,10311323256.0
llvmss_misc_reedsolomon,wasm-jit,r00c4,branches_retired,5,3969324082.0
llvmss_misc_reedsolomon,wasm-jit,r01c4,conditional_branches,5,1738910903.0
llvmss_misc_reedsolomon,wasm-jit,r1c0,instructions_retired,5,43733290839.0
llvmss_misc_reedsolomon,wasm-jit,r81d0,all_loads_retired,5,9720672263.0
llvmss_misc_reedsolomon,wasm-jit,r82d0,all_stores_retired,5,2042327793.0
