perf_ratio,wasmtime_spearman_rho,wasmtime_p_value,wasmtime_abs_rho,wasmtime_fdr_q,wasmtime_fdr_sig_0.05,wasmtime_fdr_sig_0.10,wasmer_spearman_rho,wasmer_p_value,wasmer_abs_rho,wasmer_fdr_q,wasmer_fdr_sig_0.05,wasmer_fdr_sig_0.10,sign_agree
ratio_cpu_cycles_over_native,0.9340903269871084,5.1800088010126446e-24,0.9340903269871084,4.144007040810115e-23,True,True,0.944249978656194,8.8943774872637e-26,0.944249978656194,7.11550198981096e-25,True,True,1
ratio_instructions_retired_over_native,0.8028686075300947,8.112271297444696e-13,0.8028686075300947,3.2449085189778785e-12,True,True,0.8079057457525824,4.52727789701081e-13,0.8079057457525824,1.8109111588043241e-12,True,True,1
ratio_L1_icache_load_misses_over_native,0.755570733373175,9.554831222249824e-11,0.755570733373175,2.5479549925999533e-10,True,True,0.6714761376248612,5.073121940298506e-08,0.6714761376248612,1.352832517412935e-07,True,True,1
ratio_branches_retired_over_native,0.6615726116281055,9.314686602718401e-08,0.6615726116281055,1.8629373205436802e-07,True,True,0.4629898403483308,0.0005478810436261,0.4629898403483308,0.0008766096698019,True,True,1
ratio_conditional_branches_over_native,0.1958507641082557,0.1640781023706702,0.1958507641082557,0.2187708031608937,False,False,0.4699906087253478,0.0004389483740329,0.4699906087253478,0.0008766096698019,True,True,1
ratio_branch_misses_over_native,0.2958251515410228,0.0332310530109127,0.2958251515410228,0.0531696848174604,False,True,0.3089729360539571,0.025832735861923,0.3089729360539571,0.0344436478158973,True,True,1
ratio_all_stores_retired_over_native,-0.0956202510031588,0.50011212714299,0.0956202510031588,0.5293682765103596,False,False,-0.2447707675232647,0.0803132101830109,0.2447707675232647,0.0917865259234411,False,True,1
ratio_all_loads_retired_over_native,0.0892171091949116,0.5293682765103596,0.0892171091949116,0.5293682765103596,False,False,-0.1067190301374541,0.4514445908409594,0.1067190301374541,0.4514445908409594,False,False,0
